Year,Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Offence Count,Median
2013,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,40,792500.0
2013,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,4,792500.0
2013,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6,792500.0
2013,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7,792500.0
2013,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,4,792500.0
2014,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,49,862500.0
2014,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,6,862500.0
2014,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,862500.0
2014,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,862500.0
2014,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,5,862500.0
2015,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,48,925000.0
2015,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,7,925000.0
2015,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14,925000.0
2015,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4,925000.0
2015,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,16,925000.0
2016,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,72,1187500.0
2016,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,8,1187500.0
2016,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11,1187500.0
2016,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1187500.0
2016,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,15,1187500.0
2017,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,79,1280000.0
2017,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,15,1280000.0
2017,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",15,1280000.0
2017,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10,1280000.0
2017,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,19,1280000.0
2018,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,61,1192500.0
2018,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,10,1192500.0
2018,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9,1192500.0
2018,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6,1192500.0
2018,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,14,1192500.0
2019,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,98,1050000.0
2019,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,19,1050000.0
2019,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",19,1050000.0
2019,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,1050000.0
2019,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,37,1050000.0
2020,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,82,1200000.0
2020,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,10,1200000.0
2020,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",16,1200000.0
2020,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,1200000.0
2020,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,29,1200000.0
2021,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,90,1375000.0
2021,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,12,1375000.0
2021,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",28,1375000.0
2021,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7,1375000.0
2021,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,37,1375000.0
2022,Yarra,3067,Abbotsford,A Crimes against the person,A20 Assault and related offences,100,1517500.0
2022,Yarra,3067,Abbotsford,A Crimes against the person,A50 Robbery,5,1517500.0
2022,Yarra,3067,Abbotsford,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",33,1517500.0
2022,Yarra,3067,Abbotsford,A Crimes against the person,A80 Dangerous and negligent acts endangering people,14,1517500.0
2022,Yarra,3067,Abbotsford,A Crimes against the person,Other crimes against the person,29,1517500.0
2013,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,11,947500.0
2013,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A50 Robbery,2,947500.0
2013,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,947500.0
2013,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,947500.0
2013,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,1,947500.0
2014,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,12,1045000.0
2014,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4,1045000.0
2014,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,8,1045000.0
2015,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,6,1207500.0
2015,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A50 Robbery,1,1207500.0
2015,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11,1207500.0
2015,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,1,1207500.0
2016,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,9,1300000.0
2016,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A50 Robbery,1,1300000.0
2016,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,1300000.0
2016,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1300000.0
2016,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,2,1300000.0
2017,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,10,1471000.0
2017,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A50 Robbery,2,1471000.0
2017,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1471000.0
2017,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,1471000.0
2017,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,1,1471000.0
2018,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,7,1498500.0
2018,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A50 Robbery,1,1498500.0
2018,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1498500.0
2018,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,5,1498500.0
2019,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,18,1390000.0
2019,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A50 Robbery,1,1390000.0
2019,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1390000.0
2019,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1390000.0
2019,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,3,1390000.0
2020,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,11,1520000.0
2020,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A50 Robbery,1,1520000.0
2020,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",2,1520000.0
2020,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,3,1520000.0
2021,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,6,1880500.0
2021,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,1880500.0
2021,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1880500.0
2021,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,5,1880500.0
2022,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A20 Assault and related offences,14,1575000.0
2022,Moonee Valley,3040,Aberfeldie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4,1575000.0
2022,Moonee Valley,3040,Aberfeldie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1575000.0
2022,Moonee Valley,3040,Aberfeldie,A Crimes against the person,Other crimes against the person,5,1575000.0
2015,Melton,3336,Aintree,A Crimes against the person,A20 Assault and related offences,1,600000.0
2015,Melton,3336,Aintree,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,600000.0
2015,Melton,3336,Aintree,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,600000.0
2016,Melton,3336,Aintree,A Crimes against the person,A20 Assault and related offences,1,600000.0
2016,Melton,3336,Aintree,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,600000.0
2016,Melton,3336,Aintree,A Crimes against the person,Other crimes against the person,1,600000.0
2017,Melton,3336,Aintree,A Crimes against the person,A20 Assault and related offences,5,571000.0
2017,Melton,3336,Aintree,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,571000.0
2017,Melton,3336,Aintree,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,571000.0
2017,Melton,3336,Aintree,A Crimes against the person,Other crimes against the person,1,571000.0
2018,Melton,3336,Aintree,A Crimes against the person,A20 Assault and related offences,7,557500.0
2018,Melton,3336,Aintree,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,557500.0
2018,Melton,3336,Aintree,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,557500.0
2018,Melton,3336,Aintree,A Crimes against the person,Other crimes against the person,5,557500.0
2019,Melton,3336,Aintree,A Crimes against the person,A20 Assault and related offences,10,575000.0
2019,Melton,3336,Aintree,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,575000.0
2020,Melton,3336,Aintree,A Crimes against the person,A20 Assault and related offences,26,640000.0
2020,Melton,3336,Aintree,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11,640000.0
2020,Melton,3336,Aintree,A Crimes against the person,Other crimes against the person,28,640000.0
2021,Melton,3336,Aintree,A Crimes against the person,A20 Assault and related offences,29,719000.0
2021,Melton,3336,Aintree,A Crimes against the person,A50 Robbery,5,719000.0
2021,Melton,3336,Aintree,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11,719000.0
2021,Melton,3336,Aintree,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,719000.0
2021,Melton,3336,Aintree,A Crimes against the person,Other crimes against the person,2,719000.0
2022,Melton,3336,Aintree,A Crimes against the person,A20 Assault and related offences,33,760000.0
2022,Melton,3336,Aintree,A Crimes against the person,A50 Robbery,3,760000.0
2022,Melton,3336,Aintree,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11,760000.0
2022,Melton,3336,Aintree,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,760000.0
2022,Melton,3336,Aintree,A Crimes against the person,Other crimes against the person,4,760000.0
2013,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,664000.0
2013,Surf Coast,3231,Aireys Inlet,A Crimes against the person,Other crimes against the person,3,664000.0
2014,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A20 Assault and related offences,6,625500.0
2014,Surf Coast,3231,Aireys Inlet,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,625500.0
2014,Surf Coast,3231,Aireys Inlet,A Crimes against the person,Other crimes against the person,2,625500.0
2015,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A20 Assault and related offences,5,680000.0
2016,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A20 Assault and related offences,4,715000.0
2016,Surf Coast,3231,Aireys Inlet,A Crimes against the person,Other crimes against the person,4,715000.0
2017,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A20 Assault and related offences,2,737500.0
2017,Surf Coast,3231,Aireys Inlet,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,737500.0
2018,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A20 Assault and related offences,5,869000.0
2018,Surf Coast,3231,Aireys Inlet,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,869000.0
2019,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,985000.0
2020,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A20 Assault and related offences,3,1132500.0
2020,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1132500.0
2021,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A20 Assault and related offences,6,1775000.0
2021,Surf Coast,3231,Aireys Inlet,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",1,1775000.0
2021,Surf Coast,3231,Aireys Inlet,A Crimes against the person,Other crimes against the person,1,1775000.0
2022,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A20 Assault and related offences,1,1750000.0
2022,Surf Coast,3231,Aireys Inlet,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4,1750000.0
2013,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,41,532000.0
2013,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,4,532000.0
2013,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",24,532000.0
2013,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9,532000.0
2013,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,2,532000.0
2014,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,30,575000.0
2014,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,4,575000.0
2014,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7,575000.0
2014,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,575000.0
2014,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,12,575000.0
2015,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,50,635000.0
2015,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,9,635000.0
2015,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",39,635000.0
2015,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9,635000.0
2015,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,11,635000.0
2016,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,36,742000.0
2016,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,6,742000.0
2016,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10,742000.0
2016,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6,742000.0
2016,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,10,742000.0
2017,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,44,845000.0
2017,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,2,845000.0
2017,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,845000.0
2017,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,5,845000.0
2017,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,41,845000.0
2018,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,45,845000.0
2018,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,2,845000.0
2018,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14,845000.0
2018,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,21,845000.0
2018,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,12,845000.0
2019,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,53,795000.0
2019,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,8,795000.0
2019,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17,795000.0
2019,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6,795000.0
2019,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,12,795000.0
2020,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,43,812500.0
2020,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,1,812500.0
2020,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13,812500.0
2020,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,812500.0
2020,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,13,812500.0
2021,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,63,960000.0
2021,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,3,960000.0
2021,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",25,960000.0
2021,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4,960000.0
2021,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,6,960000.0
2022,Moonee Valley,3042,Airport West,A Crimes against the person,A20 Assault and related offences,39,919500.0
2022,Moonee Valley,3042,Airport West,A Crimes against the person,A50 Robbery,3,919500.0
2022,Moonee Valley,3042,Airport West,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",36,919500.0
2022,Moonee Valley,3042,Airport West,A Crimes against the person,A80 Dangerous and negligent acts endangering people,17,919500.0
2022,Moonee Valley,3042,Airport West,A Crimes against the person,Other crimes against the person,14,919500.0
2013,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,42,313000.0
2013,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,7,313000.0
2013,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,313000.0
2013,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,313000.0
2013,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,6,313000.0
2014,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,37,328000.0
2014,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,5,328000.0
2014,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7,328000.0
2014,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,328000.0
2014,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,6,328000.0
2015,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,30,345000.0
2015,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,2,345000.0
2015,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10,345000.0
2015,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,2,345000.0
2015,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,9,345000.0
2016,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,37,439000.0
2016,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,3,439000.0
2016,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9,439000.0
2016,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6,439000.0
2016,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,4,439000.0
2017,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,30,526500.0
2017,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,8,526500.0
2017,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12,526500.0
2017,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,526500.0
2017,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,11,526500.0
2018,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,36,546000.0
2018,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,1,546000.0
2018,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14,546000.0
2018,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4,546000.0
2018,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,7,546000.0
2019,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,53,512000.0
2019,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,3,512000.0
2019,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",28,512000.0
2019,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,512000.0
2019,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,4,512000.0
2020,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,43,545000.0
2020,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,6,545000.0
2020,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",29,545000.0
2020,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4,545000.0
2020,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,4,545000.0
2021,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,47,610000.0
2021,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,3,610000.0
2021,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",23,610000.0
2021,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10,610000.0
2021,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,4,610000.0
2022,Brimbank,3021,Albanvale,A Crimes against the person,A20 Assault and related offences,43,605000.0
2022,Brimbank,3021,Albanvale,A Crimes against the person,A50 Robbery,3,605000.0
2022,Brimbank,3021,Albanvale,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13,605000.0
2022,Brimbank,3021,Albanvale,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6,605000.0
2022,Brimbank,3021,Albanvale,A Crimes against the person,Other crimes against the person,18,605000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,26,1360000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,8,1360000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,1360000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1360000.0
2013,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,21,1360000.0
2014,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,27,1503000.0
2014,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,3,1503000.0
2014,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,1503000.0
2014,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,7,1503000.0
2015,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,25,1700000.0
2015,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,4,1700000.0
2015,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7,1700000.0
2015,Port Phillip,3206,Albert Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7,1700000.0
2015,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,7,1700000.0
2016,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,30,1775000.0
2016,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,2,1775000.0
2016,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,1775000.0
2016,Port Phillip,3206,Albert Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,1,1775000.0
2016,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,15,1775000.0
2017,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,23,2150000.0
2017,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,2,2150000.0
2017,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6,2150000.0
2017,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,8,2150000.0
2018,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,34,2070000.0
2018,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,4,2070000.0
2018,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6,2070000.0
2018,Port Phillip,3206,Albert Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,2070000.0
2018,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,14,2070000.0
2019,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,42,1990000.0
2019,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,6,1990000.0
2019,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",5,1990000.0
2019,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,12,1990000.0
2020,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,26,1895000.0
2020,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,1,1895000.0
2020,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9,1895000.0
2020,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,14,1895000.0
2021,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,29,2300000.0
2021,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7,2300000.0
2021,Port Phillip,3206,Albert Park,A Crimes against the person,Other crimes against the person,20,2300000.0
2022,Port Phillip,3206,Albert Park,A Crimes against the person,A20 Assault and related offences,29,2076000.0
2022,Port Phillip,3206,Albert Park,A Crimes against the person,A50 Robbery,2,2076000.0
2022,Port Phillip,3206,Albert Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6,2076000.0
