Year,Local Government Area,Postcode,Suburb/Town Name,Offence Count
2013,Alpine,3697,Tawonga,1
2013,Alpine,3698,Tawonga South,2
2013,Alpine,3699,Mount Beauty,6
2013,Alpine,3737,Myrtleford,42
2013,Alpine,3740,Porepunkah,2
2013,Alpine,3741,Bright,15
2013,Ararat,3377,Ararat,200
2013,Ballarat,3350,Alfredton,45
2013,Ballarat,3350,Ballarat Central,481
2013,Ballarat,3350,Ballarat East,95
2013,Ballarat,3350,Ballarat North,23
2013,Ballarat,3350,Black Hill,14
2013,Ballarat,3350,Brown Hill,17
2013,Ballarat,3350,Canadian,32
2013,Ballarat,3350,Eureka,2
2013,Ballarat,3350,Invermay Park,3
2013,Ballarat,3350,Lake Wendouree,13
2013,Ballarat,3350,Mount Clear,34
2013,Ballarat,3350,Mount Helen,4
2013,Ballarat,3350,Mount Pleasant,29
2013,Ballarat,3350,Nerrina,4
2013,Ballarat,3350,Newington,18
2013,Ballarat,3350,Redan,42
2013,Ballarat,3350,Soldiers Hill,30
2013,Ballarat,3352,Miners Rest,7
2013,Ballarat,3355,Lake Gardens,5
2013,Ballarat,3355,Mitchell Park,9
2013,Ballarat,3355,Wendouree,228
2013,Ballarat,3356,Delacombe,55
2013,Ballarat,3356,Sebastopol,176
2013,Ballarat,3357,Buninyong,16
2013,Ballarat,3358,Winter Valley,4
2013,Banyule,3079,Ivanhoe,90
2013,Banyule,3079,Ivanhoe East,20
2013,Banyule,3081,Heidelberg Heights,91
2013,Banyule,3081,Heidelberg West,200
2013,Banyule,3083,Bundoora,102
2013,Banyule,3084,Eaglemont,10
2013,Banyule,3084,Heidelberg,117
2013,Banyule,3084,Rosanna,44
2013,Banyule,3084,Viewbank,30
2013,Banyule,3085,Macleod,39
2013,Banyule,3085,Yallambie,15
2013,Banyule,3087,Watsonia,48
2013,Banyule,3087,Watsonia North,13
2013,Banyule,3088,Briar Hill,8
2013,Banyule,3088,Greensborough,169
2013,Banyule,3088,St Helena,13
2013,Banyule,3093,Lower Plenty,33
2013,Banyule,3094,Montmorency,45
2013,Banyule,3095,Eltham North,44
2013,Bass Coast,3922,Cowes,87
2013,Bass Coast,3922,Smiths Beach,2
2013,Bass Coast,3922,Sunderland Bay,10
2013,Bass Coast,3922,Sunset Strip,5
2013,Bass Coast,3922,Surf Beach,4
2013,Bass Coast,3922,Ventnor,20
2013,Bass Coast,3922,Wimbledon Heights,6
2013,Bass Coast,3923,Rhyll,1
2013,Bass Coast,3925,Newhaven,3
2013,Bass Coast,3925,San Remo,11
2013,Bass Coast,3984,Corinella,5
2013,Bass Coast,3984,Coronet Bay,14
2013,Bass Coast,3984,Grantville,7
2013,Bass Coast,3984,Lang Lang,1
2013,Bass Coast,3984,Pioneer Bay,5
2013,Bass Coast,3992,Dalyston,1
2013,Bass Coast,3995,Cape Paterson,11
2013,Bass Coast,3995,Kilcunda,2
2013,Bass Coast,3995,North Wonthaggi,39
2013,Bass Coast,3995,South Dudley,13
2013,Bass Coast,3995,Wonthaggi,218
2013,Bass Coast,3996,Inverloch,40
2013,Baw Baw,3816,Longwarry,53
2013,Baw Baw,3818,Drouin,146
2013,Baw Baw,3820,Warragul,232
2013,Baw Baw,3823,Yarragon,6
2013,Baw Baw,3824,Trafalgar,29
2013,Baw Baw,3825,Rawson,6
2013,Baw Baw,3831,Neerim South,13
2013,Bayside,3186,Brighton,98
2013,Bayside,3187,Brighton East,57
2013,Bayside,3188,Hampton,75
2013,Bayside,3188,Hampton East,77
2013,Bayside,3190,Highett,59
2013,Bayside,3191,Sandringham,82
2013,Bayside,3192,Cheltenham,17
2013,Bayside,3193,Beaumaris,42
2013,Bayside,3193,Black Rock,13
2013,Benalla,3672,Benalla,261
2013,Boroondara,3101,Kew,107
2013,Boroondara,3102,Kew East,25
2013,Boroondara,3103,Balwyn,62
2013,Boroondara,3103,Deepdene,5
2013,Boroondara,3104,Balwyn North,62
2013,Boroondara,3122,Hawthorn,139
2013,Boroondara,3123,Hawthorn East,30
2013,Boroondara,3124,Camberwell,111
2013,Boroondara,3126,Canterbury,14
2013,Boroondara,3127,Surrey Hills,21
2013,Boroondara,3146,Glen Iris,54
2013,Boroondara,3147,Ashburton,52
2013,Brimbank,3012,Brooklyn,3
2013,Brimbank,3020,Albion,71
2013,Brimbank,3020,Sunshine,459
2013,Brimbank,3020,Sunshine North,151
2013,Brimbank,3020,Sunshine West,269
2013,Brimbank,3021,Albanvale,64
2013,Brimbank,3021,Kealba,31
2013,Brimbank,3021,Kings Park,109
2013,Brimbank,3021,St Albans,611
2013,Brimbank,3022,Ardeer,42
2013,Brimbank,3023,Cairnlea,67
2013,Brimbank,3023,Deer Park,191
2013,Brimbank,3026,Derrimut,71
2013,Brimbank,3033,Keilor East,3
2013,Brimbank,3036,Keilor,27
2013,Brimbank,3037,Delahey,64
2013,Brimbank,3037,Sydenham,96
2013,Brimbank,3038,Keilor Downs,96
2013,Brimbank,3038,Keilor Lodge,12
2013,Brimbank,3038,Taylors Lakes,139
2013,Brimbank,3042,Keilor Park,11
2013,Brimbank,3043,Tullamarine,9
2013,Buloke,3480,Donald,13
2013,Buloke,3483,Birchip,5
2013,Buloke,3525,Charlton,9
2013,Buloke,3527,Wycheproof,3
2013,Buloke,3533,Sea Lake,3
2013,Campaspe,3561,Rochester,39
2013,Campaspe,3563,Lockington,6
2013,Campaspe,3564,Echuca,240
2013,Campaspe,3612,Rushworth,27
2013,Campaspe,3620,Kyabram,76
2013,Campaspe,3621,Tongala,6
2013,Campaspe,3623,Stanhope,27
2013,Cardinia,3781,Cockatoo,33
2013,Cardinia,3782,Avonsleigh,9
2013,Cardinia,3782,Emerald,30
2013,Cardinia,3783,Gembrook,14
2013,Cardinia,3807,Beaconsfield,54
2013,Cardinia,3808,Beaconsfield Upper,14
2013,Cardinia,3809,Officer,25
2013,Cardinia,3810,Pakenham,659
2013,Cardinia,3812,Nar Nar Goon,11
2013,Cardinia,3814,Garfield,126
2013,Cardinia,3815,Bunyip,24
2013,Cardinia,3981,Koo Wee Rup,23
2013,Cardinia,3984,Lang Lang,17
2013,Casey,3156,Lysterfield South,6
2013,Casey,3177,Doveton,253
2013,Casey,3177,Eumemmerring,33
2013,Casey,3802,Endeavour Hills,268
2013,Casey,3803,Hallam,169
2013,Casey,3804,Narre Warren North,42
2013,Casey,3805,Narre Warren,372
2013,Casey,3805,Narre Warren South,214
2013,Casey,3806,Berwick,374
2013,Casey,3807,Beaconsfield,10
2013,Casey,3912,Pearcedale,28
2013,Casey,3975,Lynbrook,62
2013,Casey,3975,Lyndhurst,32
2013,Casey,3976,Hampton Park,285
2013,Casey,3977,Botanic Ridge,14
2013,Casey,3977,Cranbourne,408
2013,Casey,3977,Cranbourne East,75
2013,Casey,3977,Cranbourne North,184
2013,Casey,3977,Cranbourne West,110
2013,Casey,3977,Junction Village,9
2013,Casey,3978,Clyde,29
2013,Casey,3978,Clyde North,16
2013,Casey,3980,Blind Bight,5
2013,Casey,3980,Tooradin,12
2013,Casey,3980,Warneet,8
2013,Central Goldfields,3464,Carisbrook,8
2013,Central Goldfields,3465,Maryborough,212
2013,Central Goldfields,3472,Dunolly,13
2013,Colac-Otway,3233,Apollo Bay,40
2013,Colac-Otway,3242,Birregurra,1
2013,Colac-Otway,3250,Colac,232
2013,Colac-Otway,3250,Elliminyt,17
2013,Colac-Otway,3251,Beeac,1
2013,Corangamite,3260,Camperdown,42
2013,Corangamite,3264,Terang,17
2013,Corangamite,3266,Cobden,15
2013,Corangamite,3268,Timboon,7
2013,Corangamite,3269,Port Campbell,4
2013,Corangamite,3324,Lismore,2
2013,Corangamite,3325,Derrinallum,2
2013,Corangamite,3361,Skipton,31
2013,Darebin,3070,Northcote,178
2013,Darebin,3071,Thornbury,137
2013,Darebin,3072,Preston,601
2013,Darebin,3073,Reservoir,671
2013,Darebin,3078,Alphington,11
2013,Darebin,3078,Fairfield,40
2013,Darebin,3083,Bundoora,51
2013,Darebin,3083,Kingsbury,53
2013,Darebin,3085,Macleod,7
2013,East Gippsland,3865,Lindenow,7
2013,East Gippsland,3875,Bairnsdale,271
2013,East Gippsland,3875,East Bairnsdale,76
2013,East Gippsland,3875,Eastwood,10
2013,East Gippsland,3875,Lucknow,15
2013,East Gippsland,3875,Newlands Arm,2
2013,East Gippsland,3875,Wy Yung,14
2013,East Gippsland,3878,Eagle Point,5
2013,East Gippsland,3880,Paynesville,35
2013,East Gippsland,3880,Raymond Island,2
2013,East Gippsland,3885,Bruthen,6
2013,East Gippsland,3888,Marlo,6
2013,East Gippsland,3888,Orbost,65
2013,East Gippsland,3892,Mallacoota,12
2013,East Gippsland,3898,Omeo,12
2013,East Gippsland,3903,Swan Reach,3
2013,East Gippsland,3904,Metung,13
2013,East Gippsland,3909,Kalimna,13
2013,East Gippsland,3909,Lake Tyers Beach,3
2013,East Gippsland,3909,Lakes Entrance,172
2013,Frankston,3198,Seaford,245
2013,Frankston,3199,Frankston,967
2013,Frankston,3199,Frankston South,65
2013,Frankston,3200,Frankston North,155
2013,Frankston,3201,Carrum Downs,216
2013,Frankston,3910,Langwarrin,126
2013,Frankston,3977,Sandhurst,12
2013,Frankston,3977,Skye,38
2013,Gannawarra,3567,Leitchville,4
2013,Gannawarra,3568,Cohuna,11
2013,Gannawarra,3579,Kerang,57
2013,Gannawarra,3580,Koondrook,2
2013,Glen Eira,3161,Caulfield North,52
2013,Glen Eira,3162,Caulfield,47
2013,Glen Eira,3162,Caulfield South,50
2013,Glen Eira,3163,Carnegie,82
2013,Glen Eira,3163,Glen Huntly,46
2013,Glen Eira,3163,Murrumbeena,48
2013,Glen Eira,3165,Bentleigh East,140
2013,Glen Eira,3183,St Kilda East,27
2013,Glen Eira,3185,Elsternwick,49
2013,Glen Eira,3185,Gardenvale,3
2013,Glen Eira,3204,Bentleigh,65
2013,Glen Eira,3204,Ormond,16
2013,Glenelg,3292,Nelson,1
2013,Glenelg,3304,Heywood,19
2013,Glenelg,3305,Portland,175
2013,Glenelg,3305,Portland North,5
2013,Glenelg,3311,Casterton,10
2013,Golden Plains,3331,Bannockburn,28
2013,Golden Plains,3333,Meredith,10
2013,Golden Plains,3351,Smythesdale,3
2013,Greater Bendigo,3515,Marong,9
2013,Greater Bendigo,3523,Heathcote,35
2013,Greater Bendigo,3550,Bendigo,383
2013,Greater Bendigo,3550,East Bendigo,16
2013,Greater Bendigo,3550,Flora Hill,27
2013,Greater Bendigo,3550,Ironbark,5
2013,Greater Bendigo,3550,Kennington,40
2013,Greater Bendigo,3550,Long Gully,67
2013,Greater Bendigo,3550,North Bendigo,53
2013,Greater Bendigo,3550,Quarry Hill,13
2013,Greater Bendigo,3550,Spring Gully,14
2013,Greater Bendigo,3550,Strathdale,50
2013,Greater Bendigo,3550,West Bendigo,4
2013,Greater Bendigo,3550,White Hills,32
2013,Greater Bendigo,3551,Epsom,16
2013,Greater Bendigo,3551,Huntly,6
2013,Greater Bendigo,3551,Junortoun,12
2013,Greater Bendigo,3551,Maiden Gully,28
2013,Greater Bendigo,3551,Strathfieldsaye,39
2013,Greater Bendigo,3555,Golden Square,100
2013,Greater Bendigo,3555,Kangaroo Flat,149
2013,Greater Bendigo,3556,California Gully,81
2013,Greater Bendigo,3556,Eaglehawk,103
2013,Greater Bendigo,3556,Jackass Flat,6
2013,Greater Bendigo,3556,Sailors Gully,6
2013,Greater Bendigo,3558,Elmore,8
2013,Greater Dandenong,3171,Springvale,285
2013,Greater Dandenong,3172,Springvale South,122
2013,Greater Dandenong,3173,Keysborough,186
2013,Greater Dandenong,3174,Noble Park,522
2013,Greater Dandenong,3174,Noble Park North,80
2013,Greater Dandenong,3175,Dandenong,993
2013,Greater Dandenong,3175,Dandenong North,283
2013,Greater Dandenong,3975,Lyndhurst,4
2013,Greater Geelong,3212,Lara,88
2013,Greater Geelong,3213,Lovely Banks,26
2013,Greater Geelong,3214,Corio,389
2013,Greater Geelong,3214,Norlane,296
2013,Greater Geelong,3214,North Shore,14
2013,Greater Geelong,3215,Bell Park,50
2013,Greater Geelong,3215,Bell Post Hill,44
2013,Greater Geelong,3215,Drumcondra,12
2013,Greater Geelong,3215,Hamlyn Heights,73
2013,Greater Geelong,3215,North Geelong,50
2013,Greater Geelong,3215,Rippleside,4
2013,Greater Geelong,3216,Belmont,143
2013,Greater Geelong,3216,Grovedale,101
2013,Greater Geelong,3216,Highton,49
2013,Greater Geelong,3216,Marshall,9
2013,Greater Geelong,3216,Wandana Heights,5
2013,Greater Geelong,3216,Waurn Ponds,11
2013,Greater Geelong,3217,Armstrong Creek,2
2013,Greater Geelong,3217,Mount Duneed,6
2013,Greater Geelong,3218,Fyansford,1
2013,Greater Geelong,3218,Geelong West,76
2013,Greater Geelong,3218,Herne Hill,23
2013,Greater Geelong,3218,Manifold Heights,22
2013,Greater Geelong,3219,Breakwater,31
2013,Greater Geelong,3219,East Geelong,23
2013,Greater Geelong,3219,Newcomb,59
2013,Greater Geelong,3219,St Albans Park,78
2013,Greater Geelong,3219,Whittington,103
2013,Greater Geelong,3220,Geelong,346
2013,Greater Geelong,3220,South Geelong,16
2013,Greater Geelong,3222,Clifton Springs,36
2013,Greater Geelong,3222,Curlewis,2
2013,Greater Geelong,3222,Drysdale,20
2013,Greater Geelong,3223,Indented Head,4
2013,Greater Geelong,3223,Portarlington,17
2013,Greater Geelong,3223,St Leonards,17
2013,Greater Geelong,3224,Leopold,41
2013,Greater Geelong,3225,Point Lonsdale,1
2013,Greater Geelong,3226,Ocean Grove,43
2013,Greater Geelong,3227,Barwon Heads,16
2013,Greater Shepparton,3610,Murchison,16
2013,Greater Shepparton,3616,Tatura,60
2013,Greater Shepparton,3618,Merrigum,8
2013,Greater Shepparton,3629,Mooroopna,153
2013,Greater Shepparton,3630,Shepparton,697
2013,Greater Shepparton,3631,Kialla,44
2013,Greater Shepparton,3631,Shepparton North,9
2013,Hepburn,3363,Creswick,19
2013,Hepburn,3370,Clunes,9
2013,Hepburn,3458,Trentham,10
2013,Hepburn,3460,Daylesford,33
2013,Hepburn,3461,Hepburn,1
2013,Hepburn,3461,Hepburn Springs,1
2013,Hindmarsh,3414,Dimboola,13
2013,Hindmarsh,3418,Nhill,14
2013,Hindmarsh,3423,Jeparit,10
2013,Hindmarsh,3424,Rainbow,6
2013,Hobsons Bay,3012,Brooklyn,47
2013,Hobsons Bay,3015,Newport,118
2013,Hobsons Bay,3015,South Kingsville,6
2013,Hobsons Bay,3015,Spotswood,15
2013,Hobsons Bay,3016,Williamstown,122
2013,Hobsons Bay,3016,Williamstown North,25
2013,Hobsons Bay,3018,Altona,114
2013,Hobsons Bay,3018,Seaholme,19
2013,Hobsons Bay,3025,Altona North,147
2013,Hobsons Bay,3028,Altona Meadows,156
2013,Hobsons Bay,3028,Laverton,116
2013,Hobsons Bay,3028,Seabrook,23
2013,Horsham,3400,Horsham,390
2013,Horsham,3409,Natimuk,1
2013,Hume,3036,Keilor,2
2013,Hume,3043,Gladstone Park,86
2013,Hume,3043,Tullamarine,84
2013,Hume,3047,Broadmeadows,461
2013,Hume,3047,Dallas,116
2013,Hume,3047,Jacana,55
2013,Hume,3048,Coolaroo,94
2013,Hume,3048,Meadow Heights,267
2013,Hume,3049,Attwood,13
2013,Hume,3049,Westmeadows,92
2013,Hume,3059,Greenvale,83
2013,Hume,3060,Fawkner,7
2013,Hume,3061,Campbellfield,148
2013,Hume,3064,Craigieburn,487
2013,Hume,3064,Kalkallo,6
2013,Hume,3064,Mickleham,26
2013,Hume,3064,Roxburgh Park,204
2013,Hume,3427,Diggers Rest,3
2013,Hume,3429,Sunbury,365
2013,Indigo,3683,Chiltern,11
2013,Indigo,3685,Rutherglen,18
2013,Indigo,3687,Wahgunyah,7
2013,Indigo,3688,Barnawartha,20
2013,Indigo,3747,Beechworth,19
2013,Indigo,3749,Yackandandah,9
2013,Kingston,3167,Oakleigh South,14
2013,Kingston,3169,Clarinda,72
2013,Kingston,3169,Clayton South,120
2013,Kingston,3172,Dingley Village,43
2013,Kingston,3189,Moorabbin,96
2013,Kingston,3190,Highett,42
2013,Kingston,3192,Cheltenham,178
2013,Kingston,3194,Mentone,127
2013,Kingston,3195,Aspendale,45
2013,Kingston,3195,Aspendale Gardens,27
2013,Kingston,3195,Mordialloc,103
2013,Kingston,3195,Parkdale,60
2013,Kingston,3195,Waterways,7
2013,Kingston,3196,Bonbeach,51
2013,Kingston,3196,Chelsea,75
2013,Kingston,3196,Chelsea Heights,50
2013,Kingston,3196,Edithvale,41
2013,Kingston,3197,Carrum,50
2013,Kingston,3197,Patterson Lakes,52
2013,Kingston,3202,Heatherton,10
2013,Knox,3152,Wantirna,83
2013,Knox,3152,Wantirna South,153
2013,Knox,3153,Bayswater,151
2013,Knox,3154,The Basin,42
2013,Knox,3155,Boronia,225
2013,Knox,3156,Ferntree Gully,258
2013,Knox,3156,Lysterfield,22
2013,Knox,3156,Upper Ferntree Gully,27
2013,Knox,3178,Rowville,139
2013,Knox,3179,Scoresby,41
2013,Knox,3180,Knoxfield,65
2013,Latrobe,3825,Moe,406
2013,Latrobe,3825,Newborough,119
2013,Latrobe,3825,Yallourn North,22
2013,Latrobe,3840,Morwell,729
2013,Latrobe,3842,Churchill,124
2013,Latrobe,3844,Traralgon,736
2013,Latrobe,3844,Traralgon East,8
2013,Latrobe,3854,Glengarry,17
2013,Latrobe,3856,Toongabbie,10
2013,Latrobe,3869,Yinnar,6
2013,Latrobe,3870,Boolarra,15
2013,Loddon,3516,Bridgewater On Loddon,7
2013,Loddon,3517,Inglewood,23
2013,Loddon,3518,Wedderburn,10
2013,Loddon,3537,Boort,10
2013,Loddon,3575,Pyramid Hill,4
2013,Macedon Ranges,3431,Riddells Creek,31
2013,Macedon Ranges,3434,Romsey,52
2013,Macedon Ranges,3435,Lancefield,33
2013,Macedon Ranges,3437,Gisborne,40
2013,Macedon Ranges,3438,New Gisborne,6
2013,Macedon Ranges,3440,Macedon,8
2013,Macedon Ranges,3441,Mount Macedon,5
2013,Macedon Ranges,3442,Woodend,48
2013,Macedon Ranges,3444,Kyneton,107
2013,Macedon Ranges,3446,Malmsbury,28
2013,Manningham,3105,Bulleen,45
2013,Manningham,3106,Templestowe,60
2013,Manningham,3107,Doncaster,2
2013,Manningham,3107,Templestowe Lower,29
2013,Manningham,3108,Doncaster,138
2013,Manningham,3109,Doncaster East,114
2013,Manningham,3111,Donvale,180
2013,Manningham,3113,Warrandyte,35
2013,Manningham,3114,Park Orchards,16
2013,Manningham,3115,Wonga Park,11
2013,Manningham,3131,Nunawading,1
2013,Mansfield,3720,Bonnie Doon,6
2013,Mansfield,3722,Mansfield,31
2013,Mansfield,3723,Goughs Bay,1
2013,Maribyrnong,3011,Footscray,404
2013,Maribyrnong,3011,Seddon,44
2013,Maribyrnong,3012,Kingsville,17
2013,Maribyrnong,3012,Maidstone,63
2013,Maribyrnong,3012,West Footscray,116
2013,Maribyrnong,3013,Yarraville,118
2013,Maribyrnong,3019,Braybrook,147
2013,Maribyrnong,3032,Maribyrnong,148
2013,Maroondah,3134,Ringwood,354
2013,Maroondah,3134,Ringwood North,25
2013,Maroondah,3134,Warranwood,9
2013,Maroondah,3135,Heathmont,46
2013,Maroondah,3135,Ringwood East,63
2013,Maroondah,3136,Croydon,273
2013,Maroondah,3136,Croydon Hills,38
2013,Maroondah,3136,Croydon North,40
2013,Maroondah,3136,Croydon South,30
2013,Maroondah,3137,Kilsyth,10
2013,Maroondah,3137,Kilsyth South,13
2013,Maroondah,3153,Bayswater North,106
2013,Melbourne,3002,East Melbourne,124
2013,Melbourne,3003,West Melbourne,82
2013,Melbourne,3031,Flemington,27
2013,Melbourne,3031,Kensington,79
2013,Melbourne,3051,North Melbourne,280
2013,Melbourne,3052,Parkville,66
2013,Melbourne,3053,Carlton,214
2013,Melbourne,3054,Carlton North,3
2013,Melbourne,3141,South Yarra,16
2013,Melbourne,3207,Port Melbourne,11
2013,Melton,3023,Burnside,25
2013,Melton,3023,Burnside Heights,26
2013,Melton,3023,Caroline Springs,202
2013,Melton,3029,Truganina,5
2013,Melton,3037,Taylors Hill,36
2013,Melton,3335,Rockbank,25
2013,Melton,3336,Fraser Rise,8
2013,Melton,3337,Harkness,83
2013,Melton,3337,Kurunjang,86
2013,Melton,3337,Melton,390
2013,Melton,3337,Melton West,124
2013,Melton,3338,Brookfield,54
2013,Melton,3338,Cobblebank,4
2013,Melton,3338,Eynesbury,2
2013,Melton,3338,Melton South,196
2013,Melton,3338,Strathtulloh,7
2013,Melton,3338,Weir Views,4
2013,Melton,3427,Diggers Rest,18
2013,Merri-bek,3043,Gowanbrae,14
2013,Merri-bek,3043,Tullamarine,2
2013,Merri-bek,3044,Pascoe Vale,101
2013,Merri-bek,3044,Pascoe Vale South,36
2013,Merri-bek,3046,Glenroy,316
2013,Merri-bek,3046,Hadfield,84
2013,Merri-bek,3046,Oak Park,49
2013,Merri-bek,3055,Brunswick West,93
2013,Merri-bek,3056,Brunswick,249
2013,Merri-bek,3056,Brunswick East,1
2013,Merri-bek,3057,Brunswick East,74
2013,Merri-bek,3058,Coburg,272
2013,Merri-bek,3058,Coburg North,87
2013,Merri-bek,3060,Fawkner,134
2013,Merri-bek,3068,Fitzroy North,3
2013,Mildura,3490,Ouyen,18
2013,Mildura,3496,Red Cliffs,84
2013,Mildura,3498,Irymple,35
2013,Mildura,3500,Mildura,691
2013,Mildura,3501,Nichols Point,15
2013,Mildura,3505,Merbein,31
2013,Mildura,3509,Underbool,1
2013,Mitchell,3658,Broadford,65
2013,Mitchell,3660,Seymour,237
2013,Mitchell,3664,Avenel,2
2013,Mitchell,3753,Beveridge,21
2013,Mitchell,3756,Wallan,171
2013,Mitchell,3764,Kilmore,87
2013,Moira,3636,Numurkah,48
2013,Moira,3638,Nathalia,16
2013,Moira,3641,Strathmerton,13
2013,Moira,3644,Cobram,57
2013,Moira,3730,Bundalong,1
2013,Moira,3730,Yarrawonga,60
2013,Monash,3125,Burwood,6
2013,Monash,3147,Ashwood,56
2013,Monash,3148,Chadstone,91
2013,Monash,3149,Mount Waverley,146
2013,Monash,3150,Glen Waverley,241
2013,Monash,3150,Wheelers Hill,65
2013,Monash,3166,Hughesdale,28
2013,Monash,3166,Huntingdale,19
2013,Monash,3166,Oakleigh,69
2013,Monash,3166,Oakleigh East,32
2013,Monash,3167,Oakleigh South,41
2013,Monash,3168,Clayton,205
2013,Monash,3168,Notting Hill,8
2013,Monash,3170,Mulgrave,127
2013,Moonee Valley,3031,Flemington,145
2013,Moonee Valley,3031,Kensington,23
2013,Moonee Valley,3032,Ascot Vale,186
2013,Moonee Valley,3032,Travancore,10
2013,Moonee Valley,3033,Keilor East,87
2013,Moonee Valley,3034,Avondale Heights,74
2013,Moonee Valley,3039,Moonee Ponds,168
2013,Moonee Valley,3040,Aberfeldie,20
2013,Moonee Valley,3040,Essendon,137
2013,Moonee Valley,3040,Essendon West,6
2013,Moonee Valley,3041,Essendon North,25
2013,Moonee Valley,3041,Strathmore,47
2013,Moonee Valley,3041,Strathmore Heights,1
2013,Moonee Valley,3042,Airport West,80
2013,Moonee Valley,3042,Niddrie,42
2013,Moorabool,3340,Bacchus Marsh,110
2013,Moorabool,3340,Darley,108
2013,Moorabool,3340,Maddingley,29
2013,Moorabool,3342,Ballan,35
2013,Moorabool,3345,Gordon,2
2013,Moorabool,3458,Blackwood,1
2013,Mornington Peninsula,3911,Baxter,17
2013,Mornington Peninsula,3912,Pearcedale,1
2013,Mornington Peninsula,3912,Somerville,72
2013,Mornington Peninsula,3913,Tyabb,30
2013,Mornington Peninsula,3915,Hastings,207
2013,Mornington Peninsula,3916,Shoreham,4
2013,Mornington Peninsula,3918,Bittern,25
2013,Mornington Peninsula,3919,Crib Point,35
2013,Mornington Peninsula,3926,Balnarring,3
2013,Mornington Peninsula,3926,Balnarring Beach,2
2013,Mornington Peninsula,3927,Somers,9
2013,Mornington Peninsula,3929,Flinders,6
2013,Mornington Peninsula,3930,Mount Eliza,42
2013,Mornington Peninsula,3931,Mornington,250
2013,Mornington Peninsula,3934,Mount Martha,57
2013,Mornington Peninsula,3936,Dromana,63
2013,Mornington Peninsula,3936,Safety Beach,13
2013,Mornington Peninsula,3939,Cape Schanck,2
2013,Mornington Peninsula,3939,Fingal,4
2013,Mornington Peninsula,3939,Rosebud,200
2013,Mornington Peninsula,3940,Capel Sound,75
2013,Mornington Peninsula,3941,Rye,83
2013,Mornington Peninsula,3941,St Andrews Beach,7
2013,Mornington Peninsula,3941,Tootgarook,59
2013,Mornington Peninsula,3942,Blairgowrie,13
2013,Mornington Peninsula,3943,Sorrento,32
2013,Mornington Peninsula,3944,Portsea,6
2013,Mount Alexander,3446,Malmsbury,1
2013,Mount Alexander,3450,Castlemaine,78
2013,Mount Alexander,3451,Campbells Creek,8
2013,Mount Alexander,3451,Chewton,13
2013,Mount Alexander,3453,Harcourt,6
2013,Mount Alexander,3462,Newstead,9
2013,Mount Alexander,3463,Maldon,8
2013,Moyne,3270,Peterborough,3
2013,Moyne,3272,Mortlake,12
2013,Moyne,3277,Allansford,1
2013,Moyne,3280,Warrnambool,1
2013,Moyne,3282,Koroit,10
2013,Moyne,3284,Port Fairy,25
2013,Murrindindi,3713,Eildon,17
2013,Murrindindi,3714,Alexandra,22
2013,Murrindindi,3717,Flowerdale,5
2013,Murrindindi,3717,Yea,31
2013,Murrindindi,3763,Kinglake,17
2013,Murrindindi,3779,Marysville,4
2013,Nillumbik,3088,Greensborough,17
2013,Nillumbik,3089,Diamond Creek,84
2013,Nillumbik,3090,Plenty,11
2013,Nillumbik,3095,Eltham,104
2013,Nillumbik,3095,Eltham North,12
2013,Nillumbik,3095,Research,10
2013,Nillumbik,3096,Wattle Glen,9
2013,Nillumbik,3099,Hurstbridge,12
2013,Nillumbik,3754,Doreen,2
2013,Northern Grampians,3380,Stawell,180
2013,Northern Grampians,3381,Halls Gap,12
2013,Northern Grampians,3478,St Arnaud,50
2013,Port Phillip,3181,Windsor,5
2013,Port Phillip,3182,St Kilda,547
2013,Port Phillip,3182,St Kilda West,14
2013,Port Phillip,3183,Balaclava,58
2013,Port Phillip,3183,St Kilda East,79
2013,Port Phillip,3184,Elwood,92
2013,Port Phillip,3185,Ripponlea,5
2013,Port Phillip,3205,South Melbourne,238
2013,Port Phillip,3206,Albert Park,61
2013,Port Phillip,3206,Middle Park,20
2013,Port Phillip,3207,Port Melbourne,149
2013,Pyrenees,3373,Beaufort,15
2013,Pyrenees,3467,Avoca,20
2013,Queenscliffe,3225,Point Lonsdale,2
2013,Queenscliffe,3225,Queenscliff,2
2013,South Gippsland,3871,Mirboo North,12
2013,South Gippsland,3945,Loch,3
2013,South Gippsland,3950,Korumburra,46
2013,South Gippsland,3953,Leongatha,47
2013,South Gippsland,3956,Meeniyan,4
2013,South Gippsland,3956,Venus Bay,11
2013,South Gippsland,3956,Walkerville,4
2013,South Gippsland,3960,Foster,19
2013,South Gippsland,3962,Toora,6
2013,South Gippsland,3965,Port Welshpool,1
2013,South Gippsland,3966,Welshpool,4
2013,South Gippsland,3987,Nyora,6
2013,South Gippsland,3988,Poowong,13
2013,Southern Grampians,3289,Penshurst,18
2013,Southern Grampians,3294,Dunkeld,1
2013,Southern Grampians,3300,Hamilton,181
2013,Southern Grampians,3315,Coleraine,13
2013,Stonnington,3141,South Yarra,204
2013,Stonnington,3142,Toorak,173
2013,Stonnington,3143,Armadale,38
2013,Stonnington,3144,Kooyong,9
2013,Stonnington,3144,Malvern,39
2013,Stonnington,3145,Malvern East,155
2013,Stonnington,3146,Glen Iris,42
2013,Stonnington,3181,Prahran,230
2013,Stonnington,3181,Windsor,90
2013,Strathbogie,3608,Nagambie,10
2013,Strathbogie,3664,Avenel,9
