Suburb/Town Name,Postcode,Local Government Area,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,%_crime_change,crime_quartile,%_property_incr
South Kingsville,3015,Hobsons Bay,5.0,8.0,2.0,5.0,12.0,11.0,16.0,7.0,13.0,7.0,39.22,1.0,84.02
Northcote,3070,Darebin,44.0,160.0,151.0,146.0,180.0,180.0,116.0,116.0,81.0,60.0,36.28,1.0,89.49
Dandenong,3175,Greater Dandenong,1178.0,1614.0,2121.0,1906.0,1605.0,1404.0,1627.0,1289.0,1197.0,1596.0,35.48,1.0,76.54
Collingwood,3066,Yarra,128.0,242.0,230.0,277.0,272.0,224.0,205.0,281.0,210.0,172.0,34.35,1.0,73.95
Kalorama,3766,Yarra Ranges,6.0,1.0,7.0,5.0,8.0,1.0,4.0,5.0,5.0,8.0,32.79,1.0,154.46
Canterbury,3126,Boroondara,6.0,13.0,2.0,19.0,16.0,21.0,5.0,11.0,6.0,8.0,32.79,1.0,63.08
Somers,3927,Mornington Peninsula,3.0,15.0,4.0,10.0,17.0,8.0,6.0,8.0,7.0,4.0,32.26,1.0,181.37
Coldstream,3770,Yarra Ranges,3.0,9.0,5.0,19.0,8.0,19.0,14.0,11.0,28.0,4.0,32.26,1.0,107.79
Belgrave Heights,3160,Yarra Ranges,3.0,10.0,9.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,32.26,1.0,171.4
Thomastown,3074,Whittlesea,179.0,200.0,169.0,213.0,198.0,229.0,294.0,246.0,273.0,234.0,30.71,1.0,90.26
Broadmeadows,3047,Hume,720.0,940.0,1128.0,1153.0,897.0,1020.0,1172.0,805.0,657.0,931.0,29.3,1.0,84.62
Ascot Vale,3032,Moonee Valley,70.0,80.0,106.0,106.0,99.0,86.0,193.0,157.0,192.0,90.0,28.53,1.0,72.79
Portarlington,3223,Greater Geelong,14.0,17.0,9.0,10.0,10.0,33.0,29.0,16.0,26.0,18.0,28.37,1.0,144.62
Mallacoota,3892,East Gippsland,7.0,17.0,3.0,2.0,15.0,3.0,11.0,10.0,9.0,9.0,28.17,1.0,43.16
Brighton East,3187,Bayside,65.0,60.0,14.0,106.0,60.0,49.0,38.0,72.0,76.0,83.0,27.65,1.0,75.61
Albert Park,3206,Port Phillip,11.0,22.0,5.0,26.0,13.0,25.0,47.0,36.0,29.0,14.0,27.03,1.0,52.65
Cobden,3266,Corangamite,19.0,8.0,18.0,10.0,9.0,16.0,5.0,20.0,17.0,24.0,26.18,1.0,86.46
Frankston South,3199,Frankston,42.0,147.0,89.0,69.0,100.0,74.0,82.0,75.0,124.0,53.0,26.13,1.0,101.12
Fitzroy,3065,Yarra,118.0,152.0,151.0,164.0,143.0,120.0,151.0,159.0,225.0,144.0,22.02,1.0,63.23
Bright,3741,Alpine,10.0,4.0,1.0,2.0,12.0,12.0,3.0,1.0,6.0,12.0,19.8,1.0,276.92
Hadfield,3046,Merri-bek,66.0,104.0,111.0,105.0,163.0,167.0,115.0,82.0,91.0,79.0,19.67,1.0,99.35
Surf Beach,3922,Bass Coast,5.0,2.0,2.0,6.0,2.0,24.0,1.0,10.0,8.0,6.0,19.61,1.0,106.0
Balnarring,3926,Mornington Peninsula,5.0,1.0,6.0,10.0,6.0,6.0,7.0,15.0,4.0,6.0,19.61,1.0,148.86
Kallista,3791,Yarra Ranges,5.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,19.61,1.0,141.18
Research,3095,Nillumbik,5.0,3.0,16.0,58.0,12.0,15.0,6.0,8.0,5.0,6.0,19.61,1.0,80.02
Werribee South,3030,Wyndham,17.0,13.0,21.0,55.0,21.0,31.0,41.0,28.0,17.0,20.0,17.54,1.0,27.32
Moorabbin,3189,Kingston,307.0,319.0,357.0,390.0,320.0,356.0,358.0,227.0,166.0,351.0,14.33,1.0,111.88
Tootgarook,3941,Mornington Peninsula,28.0,132.0,75.0,35.0,44.0,22.0,96.0,59.0,40.0,32.0,14.23,1.0,153.23
Box Hill North,3129,Whitehorse,21.0,12.0,30.0,17.0,25.0,66.0,52.0,61.0,20.0,24.0,14.22,1.0,96.51
Warburton,3799,Yarra Ranges,16.0,8.0,10.0,16.0,44.0,32.0,15.0,23.0,30.0,18.0,12.42,1.0,166.13
Bruthen,3885,East Gippsland,9.0,5.0,6.0,4.0,16.0,14.0,6.0,16.0,7.0,10.0,10.99,1.0,96.46
Diamond Creek,3089,Nillumbik,65.0,65.0,66.0,107.0,76.0,35.0,69.0,80.0,117.0,72.0,10.75,1.0,104.68
Watsonia,3087,Banyule,30.0,57.0,56.0,62.0,44.0,53.0,50.0,59.0,49.0,33.0,9.97,1.0,88.12
Carnegie,3163,Glen Eira,61.0,73.0,70.0,287.0,35.0,93.0,183.0,155.0,99.0,67.0,9.82,1.0,67.63
Coleraine,3315,Southern Grampians,25.0,12.0,25.0,14.0,10.0,11.0,5.0,11.0,15.0,27.0,7.97,1.0,153.39
Altona North,3025,Hobsons Bay,81.0,130.0,195.0,157.0,136.0,212.0,213.0,143.0,85.0,86.0,6.17,1.0,80.39
Castlemaine,3450,Mount Alexander,109.0,67.0,93.0,129.0,135.0,148.0,156.0,133.0,102.0,115.0,5.5,1.0,92.75
Derrinallum,3325,Corangamite,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,200.0
Nyora,3987,South Gippsland,14.0,5.0,8.0,6.0,3.0,17.0,13.0,25.0,11.0,14.0,0.0,1.0,230.34
Cape Schanck,3939,Mornington Peninsula,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,53.63
Birchip,3483,Buloke,0.0,0.0,0.0,1.0,0.0,16.0,1.0,2.0,1.0,0.0,0.0,1.0,50.0
The Honeysuckles,3851,Wellington,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,134.81
Lindenow,3865,East Gippsland,3.0,2.0,0.0,0.0,1.0,1.0,7.0,4.0,8.0,3.0,0.0,1.0,126.25
Newstead,3462,Mount Alexander,1.0,5.0,1.0,1.0,16.0,12.0,8.0,2.0,7.0,1.0,0.0,1.0,105.0
Coongulla,3860,Wellington,0.0,2.0,5.0,0.0,1.0,0.0,3.0,12.0,1.0,0.0,0.0,1.0,95.0
Beaconsfield,3807,Cardinia,50.0,26.0,54.0,49.0,54.0,26.0,44.0,39.0,37.0,50.0,0.0,1.0,83.14
Paradise Beach,3851,Wellington,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,149.24
Macs Cove,3723,Mansfield,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,134.63
Ironbark,3550,Greater Bendigo,5.0,12.0,5.0,23.0,10.0,8.0,16.0,24.0,15.0,5.0,0.0,1.0,91.34
Jeparit,3423,Hindmarsh,5.0,14.0,4.0,9.0,17.0,4.0,2.0,5.0,4.0,5.0,0.0,1.0,80.12
Violet Town,3669,Strathbogie,1.0,0.0,9.0,2.0,7.0,1.0,30.0,5.0,4.0,1.0,0.0,1.0,47.67
Cockatoo,3781,Cardinia,17.0,30.0,45.0,111.0,32.0,31.0,66.0,85.0,109.0,17.0,0.0,1.0,139.44
Koondrook,3580,Gannawarra,0.0,4.0,4.0,3.0,2.0,6.0,16.0,5.0,21.0,0.0,0.0,1.0,60.68
Balnarring Beach,3926,Mornington Peninsula,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,146.33
Eildon,3713,Murrindindi,7.0,8.0,5.0,5.0,8.0,2.0,8.0,7.0,3.0,7.0,0.0,1.0,128.57
Tawonga,3697,Alpine,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,98.39
Sunset Strip,3922,Bass Coast,0.0,3.0,4.0,6.0,2.0,1.0,12.0,12.0,40.0,0.0,0.0,1.0,176.95
Marengo,3233,Colac-Otway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,130.0
Smiths Beach,3922,Bass Coast,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,162.15
Shoreham,3916,Mornington Peninsula,0.0,0.0,1.0,1.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,90.28
Marong,3515,Greater Bendigo,4.0,0.0,4.0,10.0,5.0,6.0,17.0,26.0,19.0,4.0,0.0,1.0,106.45
Leitchville,3567,Gannawarra,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,201.02
Menzies Creek,3159,Yarra Ranges,0.0,0.0,1.0,2.0,0.0,2.0,6.0,15.0,10.0,0.0,0.0,1.0,65.05
Nelson,3292,Glenelg,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,83.04
Bundalong,3730,Moira,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,907.41
Sawmill Settlement,3723,Mansfield,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,118.15
Fingal,3939,Mornington Peninsula,1.0,0.0,4.0,0.0,8.0,1.0,11.0,2.0,1.0,1.0,0.0,1.0,146.13
Lalor,3075,Whittlesea,217.0,152.0,188.0,312.0,236.0,181.0,206.0,198.0,235.0,216.0,-0.46,1.0,98.9
Prahran,3181,Stonnington,204.0,252.0,209.0,223.0,223.0,184.0,163.0,150.0,152.0,201.0,-1.47,1.0,76.77
Epping,3076,Whittlesea,337.0,274.0,358.0,334.0,473.0,481.0,511.0,435.0,470.0,326.0,-3.26,1.0,91.0
Heidelberg,3084,Banyule,874.0,1076.0,710.0,479.0,952.0,1148.0,1163.0,882.0,681.0,840.0,-3.89,1.0,102.59
Bendigo,3550,Greater Bendigo,786.0,642.0,695.0,1190.0,826.0,974.0,884.0,637.0,751.0,748.0,-4.83,1.0,94.12
Riddells Creek,3431,Macedon Ranges,34.0,4.0,7.0,14.0,11.0,31.0,25.0,7.0,15.0,31.0,-8.8,1.0,113.89
Soldiers Hill,3350,Ballarat,11.0,20.0,30.0,23.0,24.0,15.0,24.0,36.0,27.0,10.0,-9.01,1.0,131.45
Nichols Point,3501,Mildura,10.0,4.0,2.0,4.0,7.0,13.0,8.0,4.0,25.0,9.0,-9.9,1.0,57.98
Williamstown North,3016,Hobsons Bay,9.0,11.0,16.0,6.0,25.0,5.0,9.0,7.0,7.0,8.0,-10.99,1.0,109.64
Lake Tyers Beach,3909,East Gippsland,8.0,0.0,8.0,15.0,2.0,14.0,7.0,9.0,1.0,7.0,-12.35,1.0,207.41
Rosanna,3084,Banyule,15.0,23.0,31.0,43.0,39.0,58.0,38.0,36.0,49.0,13.0,-13.25,1.0,74.22
Balwyn,3103,Boroondara,26.0,42.0,13.0,63.0,64.0,39.0,27.0,57.0,33.0,22.0,-15.33,1.0,77.55
Sunshine,3020,Brimbank,1170.0,1273.0,992.0,862.0,744.0,967.0,1041.0,619.0,505.0,980.0,-16.24,1.0,117.24
Mount Dandenong,3767,Yarra Ranges,5.0,3.0,1.0,0.0,7.0,7.0,17.0,7.0,5.0,4.0,-19.61,1.0,184.44
Ouyen,3490,Mildura,5.0,4.0,14.0,10.0,9.0,29.0,10.0,21.0,15.0,4.0,-19.61,1.0,80.0
Newhaven,3925,Bass Coast,5.0,3.0,0.0,3.0,2.0,3.0,2.0,23.0,9.0,4.0,-19.61,1.0,111.64
Croydon Hills,3136,Maroondah,10.0,18.0,13.0,23.0,11.0,7.0,13.0,15.0,44.0,8.0,-19.8,1.0,95.98
Tyabb,3913,Mornington Peninsula,34.0,19.0,16.0,19.0,26.0,18.0,42.0,33.0,31.0,27.0,-20.53,1.0,123.35
Woodend,3442,Macedon Ranges,33.0,17.0,11.0,19.0,44.0,61.0,42.0,98.0,35.0,25.0,-24.17,1.0,99.47
Metung,3904,East Gippsland,4.0,18.0,11.0,3.0,6.0,14.0,6.0,10.0,13.0,3.0,-24.39,1.0,85.19
Endeavour Hills,3802,Casey,235.0,115.0,232.0,233.0,163.0,197.0,158.0,183.0,262.0,174.0,-25.95,1.0,102.5
Mount Martha,3934,Mornington Peninsula,54.0,87.0,44.0,63.0,44.0,80.0,88.0,123.0,70.0,37.0,-31.42,1.0,147.42
Keilor Downs,3038,Brimbank,149.0,99.0,172.0,138.0,139.0,146.0,126.0,194.0,141.0,101.0,-32.19,1.0,78.44
Nerrina,3350,Ballarat,3.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,7.0,2.0,-32.26,1.0,12.09
Blairgowrie,3942,Mornington Peninsula,9.0,7.0,8.0,5.0,27.0,5.0,13.0,66.0,15.0,6.0,-32.97,1.0,174.22
Eaglemont,3084,Banyule,9.0,7.0,10.0,3.0,17.0,6.0,8.0,6.0,35.0,6.0,-32.97,1.0,84.7
Winchelsea,3241,Surf Coast,33.0,14.0,17.0,8.0,23.0,22.0,16.0,30.0,18.0,22.0,-33.23,1.0,106.62
Newport,3015,Hobsons Bay,64.0,44.0,84.0,110.0,59.0,94.0,77.0,63.0,70.0,42.0,-34.32,1.0,94.24
Kingsbury,3083,Darebin,64.0,26.0,17.0,16.0,15.0,18.0,43.0,53.0,61.0,39.0,-39.0,1.0,60.11
Chewton,3451,Mount Alexander,5.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,-39.22,1.0,396.0
Penshurst,3289,Southern Grampians,7.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,8.0,4.0,-42.25,1.0,64.93
Kealba,3021,Brimbank,28.0,30.0,17.0,41.0,19.0,30.0,26.0,48.0,24.0,16.0,-42.7,1.0,104.05
Baxter,3911,Mornington Peninsula,43.0,40.0,23.0,45.0,24.0,34.0,45.0,47.0,56.0,24.0,-44.08,1.0,138.28
Marshall,3216,Greater Geelong,11.0,1.0,4.0,9.0,15.0,8.0,6.0,32.0,7.0,6.0,-45.05,1.0,86.39
Mont Albert North,3129,Whitehorse,2.0,6.0,3.0,19.0,2.0,5.0,15.0,8.0,14.0,1.0,-47.62,1.0,56.28
Poowong,3988,South Gippsland,2.0,1.0,17.0,0.0,0.0,3.0,4.0,6.0,2.0,1.0,-47.62,1.0,130.23
Inverloch,3996,Bass Coast,20.0,57.0,89.0,40.0,31.0,29.0,42.0,59.0,98.0,10.0,-49.75,1.0,115.2
Corryong,3707,Towong,20.0,6.0,0.0,5.0,5.0,0.0,6.0,16.0,16.0,9.0,-54.73,1.0,72.67
Heyfield,3858,Wellington,94.0,17.0,32.0,63.0,78.0,36.0,23.0,51.0,76.0,42.0,-55.26,1.0,117.5
Wonga Park,3115,Manningham,77.0,3.0,4.0,35.0,4.0,21.0,13.0,9.0,8.0,34.0,-55.77,1.0,109.04
Harcourt,3453,Mount Alexander,63.0,5.0,12.0,5.0,9.0,1.0,5.0,4.0,15.0,26.0,-58.64,1.0,99.03
Cape Paterson,3995,Bass Coast,5.0,1.0,48.0,1.0,4.0,11.0,8.0,13.0,4.0,2.0,-58.82,1.0,181.31
Lower Plenty,3093,Banyule,69.0,10.0,12.0,19.0,15.0,12.0,6.0,28.0,17.0,26.0,-62.23,1.0,128.95
Warrandyte,3113,Manningham,11.0,20.0,13.0,11.0,3.0,6.0,10.0,12.0,11.0,4.0,-63.06,1.0,106.25
Flinders,3929,Mornington Peninsula,3.0,0.0,0.0,0.0,2.0,6.0,2.0,1.0,1.0,1.0,-64.52,1.0,402.61
Ventnor,3922,Bass Coast,6.0,4.0,11.0,4.0,1.0,7.0,22.0,3.0,14.0,2.0,-65.57,1.0,127.03
Port Albert,3971,Wellington,6.0,2.0,0.0,0.0,8.0,1.0,11.0,3.0,1.0,2.0,-65.57,1.0,99.43
Yallambie,3085,Banyule,53.0,11.0,21.0,32.0,8.0,5.0,18.0,21.0,50.0,16.0,-69.68,1.0,70.89
Donvale,3111,Manningham,77.0,27.0,28.0,51.0,28.0,39.0,56.0,48.0,13.0,23.0,-70.04,1.0,79.32
Dennington,3280,Warrnambool,71.0,7.0,14.0,16.0,26.0,5.0,14.0,20.0,12.0,21.0,-70.32,1.0,96.88
Tecoma,3160,Yarra Ranges,21.0,4.0,12.0,9.0,13.0,5.0,22.0,13.0,19.0,6.0,-71.09,1.0,123.86
East Warburton,3799,Yarra Ranges,4.0,2.0,3.0,16.0,10.0,3.0,5.0,6.0,11.0,1.0,-73.17,1.0,80.66
St Andrews Beach,3941,Mornington Peninsula,4.0,16.0,3.0,3.0,9.0,11.0,4.0,7.0,1.0,1.0,-73.17,1.0,232.29
Sandhurst,3977,Frankston,19.0,66.0,15.0,15.0,13.0,6.0,4.0,25.0,5.0,5.0,-73.3,1.0,77.25
Nar Nar Goon,3812,Cardinia,17.0,3.0,0.0,8.0,4.0,6.0,22.0,34.0,12.0,4.0,-76.02,1.0,87.14
Gembrook,3783,Cardinia,26.0,5.0,4.0,10.0,7.0,5.0,23.0,16.0,18.0,6.0,-76.63,1.0,138.37
Anglesea,3230,Surf Coast,9.0,2.0,0.0,14.0,2.0,15.0,32.0,8.0,10.0,2.0,-76.92,1.0,211.36
Murchison,3610,Greater Shepparton,5.0,19.0,5.0,13.0,16.0,53.0,17.0,60.0,9.0,1.0,-78.43,1.0,120.43
Yackandandah,3749,Indigo,12.0,5.0,2.0,4.0,0.0,10.0,1.0,0.0,2.0,2.0,-82.64,1.0,138.17
Garfield,3814,Cardinia,71.0,1.0,18.0,7.0,8.0,2.0,5.0,4.0,20.0,11.0,-84.39,1.0,96.3
Rainbow,3424,Hindmarsh,14.0,0.0,2.0,16.0,1.0,7.0,4.0,2.0,1.0,2.0,-85.11,1.0,129.84
Bridgewater On Loddon,3516,Loddon,8.0,208.0,1.0,1.0,4.0,5.0,3.0,1.0,4.0,1.0,-86.42,1.0,88.89
Sorrento,3943,Mornington Peninsula,40.0,9.0,13.0,7.0,12.0,6.0,34.0,1.0,3.0,4.0,-89.78,1.0,215.13
Tawonga South,3698,Alpine,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-90.91,1.0,202.51
Mount Egerton,3352,Moorabool,1.0,1.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,-90.91,1.0,80.0
Pioneer Bay,3984,Bass Coast,1.0,2.0,2.0,5.0,24.0,0.0,17.0,8.0,10.0,0.0,-90.91,1.0,175.0
Blind Bight,3980,Casey,1.0,7.0,3.0,8.0,5.0,23.0,1.0,0.0,0.0,0.0,-90.91,1.0,93.1
Wycheproof,3527,Buloke,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,-90.91,1.0,94.74
Belgrave South,3160,Yarra Ranges,27.0,3.0,2.0,15.0,3.0,8.0,3.0,0.0,2.0,2.0,-92.25,1.0,61.5
Skipton,3361,Corangamite,19.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0,5.0,1.0,-94.24,1.0,127.42
Leneva,3691,Wodonga,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,-95.24,1.0,75.66
Port Welshpool,3965,South Gippsland,3.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,-96.77,1.0,142.68
Avonsleigh,3782,Cardinia,3.0,10.0,2.0,2.0,0.0,1.0,7.0,2.0,0.0,0.0,-96.77,1.0,67.86
The Patch,3792,Yarra Ranges,4.0,3.0,6.0,3.0,6.0,3.0,10.0,0.0,1.0,0.0,-97.56,1.0,105.21
Welshpool,3965,South Gippsland,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,-98.04,1.0,140.96
Seaspray,3851,Wellington,35.0,1.0,0.0,2.0,1.0,6.0,16.0,15.0,27.0,0.0,-99.72,1.0,156.58
