Year,Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Offence Count,Median
2018,Stonnington,3143,Armadale,F Other offences,F20 Transport regulation offences,5,2341500.0
2019,Stonnington,3143,Armadale,F Other offences,F20 Transport regulation offences,1,2490000.0
2020,Stonnington,3143,Armadale,F Other offences,F90 Miscellaneous offences,20,2575000.0
2021,Stonnington,3143,Armadale,F Other offences,F90 Miscellaneous offences,5,2585000.0
2020,Greater Geelong,3217,Armstrong Creek,F Other offences,F90 Miscellaneous offences,5,547000.0
2021,Greater Geelong,3217,Armstrong Creek,F Other offences,F90 Miscellaneous offences,2,660000.0
2013,Moonee Valley,3032,Ascot Vale,F Other offences,F20 Transport regulation offences,1,735000.0
2013,Moonee Valley,3032,Ascot Vale,F Other offences,F30 Other government regulatory offences,1,735000.0
2013,Moonee Valley,3032,Ascot Vale,F Other offences,F90 Miscellaneous offences,2,735000.0
2014,Moonee Valley,3032,Ascot Vale,F Other offences,F20 Transport regulation offences,2,810000.0
2014,Moonee Valley,3032,Ascot Vale,F Other offences,F90 Miscellaneous offences,2,810000.0
2015,Moonee Valley,3032,Ascot Vale,F Other offences,F30 Other government regulatory offences,1,885000.0
2016,Moonee Valley,3032,Ascot Vale,F Other offences,F20 Transport regulation offences,4,1010000.0
2018,Moonee Valley,3032,Ascot Vale,F Other offences,F20 Transport regulation offences,3,1197500.0
2018,Moonee Valley,3032,Ascot Vale,F Other offences,F30 Other government regulatory offences,2,1197500.0
2018,Moonee Valley,3032,Ascot Vale,F Other offences,F90 Miscellaneous offences,3,1197500.0
2019,Moonee Valley,3032,Ascot Vale,F Other offences,F20 Transport regulation offences,2,1098500.0
2020,Moonee Valley,3032,Ascot Vale,F Other offences,F30 Other government regulatory offences,4,1270000.0
2020,Moonee Valley,3032,Ascot Vale,F Other offences,F90 Miscellaneous offences,130,1270000.0
2021,Moonee Valley,3032,Ascot Vale,F Other offences,F30 Other government regulatory offences,4,1315000.0
2021,Moonee Valley,3032,Ascot Vale,F Other offences,F90 Miscellaneous offences,14,1315000.0
2013,Boroondara,3147,Ashburton,F Other offences,F30 Other government regulatory offences,1,1000000.0
2014,Boroondara,3147,Ashburton,F Other offences,F30 Other government regulatory offences,1,1200000.0
2015,Boroondara,3147,Ashburton,F Other offences,F20 Transport regulation offences,1,1435000.0
2015,Boroondara,3147,Ashburton,F Other offences,F30 Other government regulatory offences,1,1435000.0
2016,Boroondara,3147,Ashburton,F Other offences,F20 Transport regulation offences,1,1567500.0
2018,Boroondara,3147,Ashburton,F Other offences,F20 Transport regulation offences,2,1712500.0
2020,Boroondara,3147,Ashburton,F Other offences,F90 Miscellaneous offences,48,1600000.0
2021,Boroondara,3147,Ashburton,F Other offences,F90 Miscellaneous offences,4,2000000.0
2015,Monash,3147,Ashwood,F Other offences,F30 Other government regulatory offences,1,1140000.0
2016,Monash,3147,Ashwood,F Other offences,F20 Transport regulation offences,1,1230000.0
2020,Monash,3147,Ashwood,F Other offences,F90 Miscellaneous offences,78,1250500.0
2021,Monash,3147,Ashwood,F Other offences,F90 Miscellaneous offences,4,1442500.0
2022,Monash,3147,Ashwood,F Other offences,F30 Other government regulatory offences,2,1410000.0
2013,Kingston,3195,Aspendale,F Other offences,F20 Transport regulation offences,2,620000.0
2013,Kingston,3195,Aspendale,F Other offences,F90 Miscellaneous offences,1,620000.0
2017,Kingston,3195,Aspendale,F Other offences,F90 Miscellaneous offences,1,1125000.0
2018,Kingston,3195,Aspendale,F Other offences,F20 Transport regulation offences,8,980000.0
2019,Kingston,3195,Aspendale,F Other offences,F20 Transport regulation offences,1,988000.0
2020,Kingston,3195,Aspendale,F Other offences,F90 Miscellaneous offences,28,1120000.0
2021,Kingston,3195,Aspendale,F Other offences,F90 Miscellaneous offences,1,1300000.0
2022,Kingston,3195,Aspendale,F Other offences,F20 Transport regulation offences,2,1350000.0
2022,Kingston,3195,Aspendale,F Other offences,F30 Other government regulatory offences,1,1350000.0
2015,Kingston,3195,Aspendale Gardens,F Other offences,F30 Other government regulatory offences,1,715000.0
2017,Kingston,3195,Aspendale Gardens,F Other offences,F90 Miscellaneous offences,1,882500.0
2020,Kingston,3195,Aspendale Gardens,F Other offences,F90 Miscellaneous offences,14,970000.0
2017,Hume,3049,Attwood,F Other offences,F90 Miscellaneous offences,1,742500.0
2019,Hume,3049,Attwood,F Other offences,F90 Miscellaneous offences,1,767500.0
2020,Hume,3049,Attwood,F Other offences,F90 Miscellaneous offences,3,750000.0
2020,Strathbogie,3664,Avenel,F Other offences,F90 Miscellaneous offences,1,450000.0
2013,Pyrenees,3467,Avoca,F Other offences,F20 Transport regulation offences,1,182500.0
2013,Pyrenees,3467,Avoca,F Other offences,F90 Miscellaneous offences,1,182500.0
2015,Pyrenees,3467,Avoca,F Other offences,F90 Miscellaneous offences,1,182500.0
2016,Pyrenees,3467,Avoca,F Other offences,F30 Other government regulatory offences,1,165000.0
2016,Pyrenees,3467,Avoca,F Other offences,F90 Miscellaneous offences,1,165000.0
2019,Pyrenees,3467,Avoca,F Other offences,F20 Transport regulation offences,1,219500.0
2020,Pyrenees,3467,Avoca,F Other offences,F90 Miscellaneous offences,2,290000.0
2021,Pyrenees,3467,Avoca,F Other offences,F90 Miscellaneous offences,3,325000.0
2013,Moonee Valley,3034,Avondale Heights,F Other offences,F90 Miscellaneous offences,1,532500.0
2014,Moonee Valley,3034,Avondale Heights,F Other offences,F30 Other government regulatory offences,1,560000.0
2015,Moonee Valley,3034,Avondale Heights,F Other offences,F90 Miscellaneous offences,1,650000.0
2017,Moonee Valley,3034,Avondale Heights,F Other offences,F30 Other government regulatory offences,2,845500.0
2020,Moonee Valley,3034,Avondale Heights,F Other offences,F90 Miscellaneous offences,13,842500.0
2021,Moonee Valley,3034,Avondale Heights,F Other offences,F90 Miscellaneous offences,10,970000.0
2022,Moonee Valley,3034,Avondale Heights,F Other offences,F20 Transport regulation offences,1,990000.0
2022,Moonee Valley,3034,Avondale Heights,F Other offences,F90 Miscellaneous offences,3,990000.0
2013,Moorabool,3340,Bacchus Marsh,F Other offences,F20 Transport regulation offences,2,335500.0
2014,Moorabool,3340,Bacchus Marsh,F Other offences,F20 Transport regulation offences,2,348000.0
2014,Moorabool,3340,Bacchus Marsh,F Other offences,F30 Other government regulatory offences,1,348000.0
2014,Moorabool,3340,Bacchus Marsh,F Other offences,F90 Miscellaneous offences,2,348000.0
2015,Moorabool,3340,Bacchus Marsh,F Other offences,F30 Other government regulatory offences,2,355000.0
2016,Moorabool,3340,Bacchus Marsh,F Other offences,F20 Transport regulation offences,1,376000.0
2018,Moorabool,3340,Bacchus Marsh,F Other offences,F90 Miscellaneous offences,1,480000.0
2019,Moorabool,3340,Bacchus Marsh,F Other offences,F30 Other government regulatory offences,1,500000.0
2020,Moorabool,3340,Bacchus Marsh,F Other offences,F90 Miscellaneous offences,244,520000.0
2021,Moorabool,3340,Bacchus Marsh,F Other offences,F90 Miscellaneous offences,59,596500.0
2022,Moorabool,3340,Bacchus Marsh,F Other offences,F90 Miscellaneous offences,3,620000.0
2020,Yarra Ranges,3777,Badger Creek,F Other offences,F90 Miscellaneous offences,3,550000.0
2013,East Gippsland,3875,Bairnsdale,F Other offences,F30 Other government regulatory offences,3,235000.0
2013,East Gippsland,3875,Bairnsdale,F Other offences,F90 Miscellaneous offences,2,235000.0
2014,East Gippsland,3875,Bairnsdale,F Other offences,F90 Miscellaneous offences,1,244000.0
2015,East Gippsland,3875,Bairnsdale,F Other offences,F30 Other government regulatory offences,1,246500.0
2015,East Gippsland,3875,Bairnsdale,F Other offences,F90 Miscellaneous offences,1,246500.0
2016,East Gippsland,3875,Bairnsdale,F Other offences,F30 Other government regulatory offences,1,255000.0
2018,East Gippsland,3875,Bairnsdale,F Other offences,F90 Miscellaneous offences,7,279000.0
2019,East Gippsland,3875,Bairnsdale,F Other offences,F90 Miscellaneous offences,2,274000.0
2020,East Gippsland,3875,Bairnsdale,F Other offences,F90 Miscellaneous offences,59,290000.0
2021,East Gippsland,3875,Bairnsdale,F Other offences,F90 Miscellaneous offences,34,350000.0
2022,East Gippsland,3875,Bairnsdale,F Other offences,F30 Other government regulatory offences,3,425000.0
2022,East Gippsland,3875,Bairnsdale,F Other offences,F90 Miscellaneous offences,11,425000.0
2017,Port Phillip,3183,Balaclava,F Other offences,F20 Transport regulation offences,2,1385500.0
2018,Port Phillip,3183,Balaclava,F Other offences,F90 Miscellaneous offences,1,1196000.0
2019,Port Phillip,3183,Balaclava,F Other offences,F20 Transport regulation offences,2,1350000.0
2019,Port Phillip,3183,Balaclava,F Other offences,F90 Miscellaneous offences,1,1350000.0
2020,Port Phillip,3183,Balaclava,F Other offences,F20 Transport regulation offences,1,1390000.0
2020,Port Phillip,3183,Balaclava,F Other offences,F90 Miscellaneous offences,52,1390000.0
2021,Port Phillip,3183,Balaclava,F Other offences,F20 Transport regulation offences,1,1550000.0
2021,Port Phillip,3183,Balaclava,F Other offences,F30 Other government regulatory offences,6,1550000.0
2021,Port Phillip,3183,Balaclava,F Other offences,F90 Miscellaneous offences,25,1550000.0
2013,Moorabool,3342,Ballan,F Other offences,F20 Transport regulation offences,1,352000.0
2014,Moorabool,3342,Ballan,F Other offences,F20 Transport regulation offences,2,330000.0
2014,Moorabool,3342,Ballan,F Other offences,F90 Miscellaneous offences,1,330000.0
2015,Moorabool,3342,Ballan,F Other offences,F20 Transport regulation offences,1,359000.0
2015,Moorabool,3342,Ballan,F Other offences,F90 Miscellaneous offences,1,359000.0
2018,Moorabool,3342,Ballan,F Other offences,F90 Miscellaneous offences,1,462000.0
2020,Moorabool,3342,Ballan,F Other offences,F20 Transport regulation offences,2,505000.0
2020,Moorabool,3342,Ballan,F Other offences,F90 Miscellaneous offences,2,505000.0
2021,Moorabool,3342,Ballan,F Other offences,F90 Miscellaneous offences,3,603500.0
2013,Ballarat,3350,Ballarat Central,F Other offences,F90 Miscellaneous offences,2,322000.0
2014,Ballarat,3350,Ballarat Central,F Other offences,F10 Regulatory driving offences,1,327500.0
2014,Ballarat,3350,Ballarat Central,F Other offences,F30 Other government regulatory offences,7,327500.0
2015,Ballarat,3350,Ballarat Central,F Other offences,F10 Regulatory driving offences,1,353000.0
2015,Ballarat,3350,Ballarat Central,F Other offences,F30 Other government regulatory offences,17,353000.0
2015,Ballarat,3350,Ballarat Central,F Other offences,F90 Miscellaneous offences,5,353000.0
2016,Ballarat,3350,Ballarat Central,F Other offences,F20 Transport regulation offences,2,385000.0
2016,Ballarat,3350,Ballarat Central,F Other offences,F30 Other government regulatory offences,7,385000.0
2016,Ballarat,3350,Ballarat Central,F Other offences,F90 Miscellaneous offences,1,385000.0
2017,Ballarat,3350,Ballarat Central,F Other offences,F30 Other government regulatory offences,2,430000.0
2017,Ballarat,3350,Ballarat Central,F Other offences,F90 Miscellaneous offences,2,430000.0
2018,Ballarat,3350,Ballarat Central,F Other offences,F20 Transport regulation offences,2,447500.0
2018,Ballarat,3350,Ballarat Central,F Other offences,F90 Miscellaneous offences,6,447500.0
2019,Ballarat,3350,Ballarat Central,F Other offences,F20 Transport regulation offences,1,515000.0
2019,Ballarat,3350,Ballarat Central,F Other offences,F90 Miscellaneous offences,2,515000.0
2020,Ballarat,3350,Ballarat Central,F Other offences,F20 Transport regulation offences,2,560000.0
2020,Ballarat,3350,Ballarat Central,F Other offences,F30 Other government regulatory offences,1,560000.0
2020,Ballarat,3350,Ballarat Central,F Other offences,F90 Miscellaneous offences,84,560000.0
2021,Ballarat,3350,Ballarat Central,F Other offences,F90 Miscellaneous offences,11,700000.0
2022,Ballarat,3350,Ballarat Central,F Other offences,F20 Transport regulation offences,1,710000.0
2022,Ballarat,3350,Ballarat Central,F Other offences,F30 Other government regulatory offences,7,710000.0
2022,Ballarat,3350,Ballarat Central,F Other offences,F90 Miscellaneous offences,4,710000.0
2014,Ballarat,3350,Ballarat East,F Other offences,F90 Miscellaneous offences,1,265000.0
2017,Ballarat,3350,Ballarat East,F Other offences,F90 Miscellaneous offences,3,310000.0
2020,Ballarat,3350,Ballarat East,F Other offences,F90 Miscellaneous offences,7,398000.0
2021,Ballarat,3350,Ballarat East,F Other offences,F90 Miscellaneous offences,3,487500.0
2013,Ballarat,3350,Ballarat North,F Other offences,F30 Other government regulatory offences,1,296000.0
2020,Ballarat,3350,Ballarat North,F Other offences,F90 Miscellaneous offences,17,425000.0
2015,Mornington Peninsula,3926,Balnarring,F Other offences,F90 Miscellaneous offences,1,595000.0
2018,Mornington Peninsula,3926,Balnarring,F Other offences,F20 Transport regulation offences,1,814500.0
2020,Mornington Peninsula,3926,Balnarring,F Other offences,F90 Miscellaneous offences,5,938500.0
2016,Mornington Peninsula,3926,Balnarring Beach,F Other offences,F20 Transport regulation offences,1,904000.0
2020,Mornington Peninsula,3926,Balnarring Beach,F Other offences,F90 Miscellaneous offences,1,1250000.0
2019,Boroondara,3103,Balwyn,F Other offences,F90 Miscellaneous offences,1,2385000.0
2020,Boroondara,3103,Balwyn,F Other offences,F90 Miscellaneous offences,20,2260000.0
2021,Boroondara,3103,Balwyn,F Other offences,F90 Miscellaneous offences,2,2750000.0
2022,Boroondara,3103,Balwyn,F Other offences,F30 Other government regulatory offences,1,2716500.0
2022,Boroondara,3103,Balwyn,F Other offences,F90 Miscellaneous offences,1,2716500.0
2016,Boroondara,3104,Balwyn North,F Other offences,F20 Transport regulation offences,1,1800000.0
2016,Boroondara,3104,Balwyn North,F Other offences,F90 Miscellaneous offences,2,1800000.0
2017,Boroondara,3104,Balwyn North,F Other offences,F90 Miscellaneous offences,1,1950000.0
2020,Boroondara,3104,Balwyn North,F Other offences,F90 Miscellaneous offences,9,1887500.0
2021,Boroondara,3104,Balwyn North,F Other offences,F90 Miscellaneous offences,1,2255500.0
2020,Wodonga,3691,Bandiana,F Other offences,F90 Miscellaneous offences,3,380000.0
2021,Wodonga,3691,Bandiana,F Other offences,F90 Miscellaneous offences,1,447000.0
2013,Golden Plains,3331,Bannockburn,F Other offences,F30 Other government regulatory offences,1,370000.0
2016,Golden Plains,3331,Bannockburn,F Other offences,F30 Other government regulatory offences,3,382000.0
2016,Golden Plains,3331,Bannockburn,F Other offences,F90 Miscellaneous offences,1,382000.0
2019,Golden Plains,3331,Bannockburn,F Other offences,F90 Miscellaneous offences,1,530000.0
2020,Golden Plains,3331,Bannockburn,F Other offences,F20 Transport regulation offences,1,555000.0
2020,Wodonga,3691,Baranduda,F Other offences,F90 Miscellaneous offences,6,430500.0
2021,Wodonga,3691,Baranduda,F Other offences,F90 Miscellaneous offences,1,487000.0
2015,Indigo,3688,Barnawartha,F Other offences,F30 Other government regulatory offences,1,305000.0
2018,Indigo,3688,Barnawartha,F Other offences,F30 Other government regulatory offences,1,280000.0
2019,Indigo,3688,Barnawartha,F Other offences,F20 Transport regulation offences,1,316000.0
2019,Indigo,3688,Barnawartha,F Other offences,F90 Miscellaneous offences,1,316000.0
