Year,Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Offence Count,Median
2018,Port Phillip,3183,Balaclava,C Drug offences,C10 Drug dealing and trafficking,9,1196000.0
2018,Port Phillip,3183,Balaclava,C Drug offences,C20 Cultivate or manufacture drugs,1,1196000.0
2018,Port Phillip,3183,Balaclava,C Drug offences,C30 Drug use and possession,41,1196000.0
2019,Port Phillip,3183,Balaclava,C Drug offences,C10 Drug dealing and trafficking,3,1350000.0
2019,Port Phillip,3183,Balaclava,C Drug offences,C20 Cultivate or manufacture drugs,3,1350000.0
2019,Port Phillip,3183,Balaclava,C Drug offences,C30 Drug use and possession,24,1350000.0
2020,Port Phillip,3183,Balaclava,C Drug offences,C10 Drug dealing and trafficking,4,1390000.0
2020,Port Phillip,3183,Balaclava,C Drug offences,C20 Cultivate or manufacture drugs,2,1390000.0
2020,Port Phillip,3183,Balaclava,C Drug offences,C30 Drug use and possession,28,1390000.0
2021,Port Phillip,3183,Balaclava,C Drug offences,C10 Drug dealing and trafficking,3,1550000.0
2021,Port Phillip,3183,Balaclava,C Drug offences,C20 Cultivate or manufacture drugs,1,1550000.0
2021,Port Phillip,3183,Balaclava,C Drug offences,C30 Drug use and possession,39,1550000.0
2021,Port Phillip,3183,Balaclava,C Drug offences,C90 Other drug offences,1,1550000.0
2022,Port Phillip,3183,Balaclava,C Drug offences,C10 Drug dealing and trafficking,5,1660000.0
2022,Port Phillip,3183,Balaclava,C Drug offences,C30 Drug use and possession,37,1660000.0
2022,Port Phillip,3183,Balaclava,C Drug offences,C90 Other drug offences,2,1660000.0
2013,Moorabool,3342,Ballan,C Drug offences,C10 Drug dealing and trafficking,1,352000.0
2013,Moorabool,3342,Ballan,C Drug offences,C20 Cultivate or manufacture drugs,3,352000.0
2013,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,4,352000.0
2014,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,4,330000.0
2015,Moorabool,3342,Ballan,C Drug offences,C10 Drug dealing and trafficking,1,359000.0
2015,Moorabool,3342,Ballan,C Drug offences,C20 Cultivate or manufacture drugs,1,359000.0
2015,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,8,359000.0
2016,Moorabool,3342,Ballan,C Drug offences,C10 Drug dealing and trafficking,2,370000.0
2016,Moorabool,3342,Ballan,C Drug offences,C20 Cultivate or manufacture drugs,3,370000.0
2016,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,7,370000.0
2017,Moorabool,3342,Ballan,C Drug offences,C10 Drug dealing and trafficking,1,417000.0
2017,Moorabool,3342,Ballan,C Drug offences,C20 Cultivate or manufacture drugs,4,417000.0
2017,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,1,417000.0
2018,Moorabool,3342,Ballan,C Drug offences,C20 Cultivate or manufacture drugs,1,462000.0
2018,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,19,462000.0
2019,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,5,450000.0
2020,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,4,505000.0
2021,Moorabool,3342,Ballan,C Drug offences,C10 Drug dealing and trafficking,1,603500.0
2021,Moorabool,3342,Ballan,C Drug offences,C20 Cultivate or manufacture drugs,2,603500.0
2021,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,2,603500.0
2022,Moorabool,3342,Ballan,C Drug offences,C10 Drug dealing and trafficking,3,661000.0
2022,Moorabool,3342,Ballan,C Drug offences,C20 Cultivate or manufacture drugs,1,661000.0
2022,Moorabool,3342,Ballan,C Drug offences,C30 Drug use and possession,7,661000.0
2013,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,27,322000.0
2013,Ballarat,3350,Ballarat Central,C Drug offences,C20 Cultivate or manufacture drugs,3,322000.0
2013,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,101,322000.0
2013,Ballarat,3350,Ballarat Central,C Drug offences,C90 Other drug offences,12,322000.0
2014,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,28,327500.0
2014,Ballarat,3350,Ballarat Central,C Drug offences,C20 Cultivate or manufacture drugs,5,327500.0
2014,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,163,327500.0
2015,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,22,353000.0
2015,Ballarat,3350,Ballarat Central,C Drug offences,C20 Cultivate or manufacture drugs,6,353000.0
2015,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,109,353000.0
2016,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,13,385000.0
2016,Ballarat,3350,Ballarat Central,C Drug offences,C20 Cultivate or manufacture drugs,2,385000.0
2016,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,103,385000.0
2017,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,16,430000.0
2017,Ballarat,3350,Ballarat Central,C Drug offences,C20 Cultivate or manufacture drugs,3,430000.0
2017,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,81,430000.0
2018,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,25,447500.0
2018,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,126,447500.0
2019,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,9,515000.0
2019,Ballarat,3350,Ballarat Central,C Drug offences,C20 Cultivate or manufacture drugs,1,515000.0
2019,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,102,515000.0
2020,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,18,560000.0
2020,Ballarat,3350,Ballarat Central,C Drug offences,C20 Cultivate or manufacture drugs,2,560000.0
2020,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,97,560000.0
2021,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,5,700000.0
2021,Ballarat,3350,Ballarat Central,C Drug offences,C20 Cultivate or manufacture drugs,1,700000.0
2021,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,40,700000.0
2022,Ballarat,3350,Ballarat Central,C Drug offences,C10 Drug dealing and trafficking,13,710000.0
2022,Ballarat,3350,Ballarat Central,C Drug offences,C30 Drug use and possession,76,710000.0
2022,Ballarat,3350,Ballarat Central,C Drug offences,C90 Other drug offences,1,710000.0
2013,Ballarat,3350,Ballarat East,C Drug offences,C10 Drug dealing and trafficking,4,265000.0
2013,Ballarat,3350,Ballarat East,C Drug offences,C20 Cultivate or manufacture drugs,4,265000.0
2013,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,16,265000.0
2014,Ballarat,3350,Ballarat East,C Drug offences,C10 Drug dealing and trafficking,8,265000.0
2014,Ballarat,3350,Ballarat East,C Drug offences,C20 Cultivate or manufacture drugs,3,265000.0
2014,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,23,265000.0
2015,Ballarat,3350,Ballarat East,C Drug offences,C10 Drug dealing and trafficking,7,275000.0
2015,Ballarat,3350,Ballarat East,C Drug offences,C20 Cultivate or manufacture drugs,6,275000.0
2015,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,13,275000.0
2016,Ballarat,3350,Ballarat East,C Drug offences,C10 Drug dealing and trafficking,4,295000.0
2016,Ballarat,3350,Ballarat East,C Drug offences,C20 Cultivate or manufacture drugs,1,295000.0
2016,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,11,295000.0
2017,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,16,310000.0
2018,Ballarat,3350,Ballarat East,C Drug offences,C10 Drug dealing and trafficking,1,340000.0
2018,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,12,340000.0
2019,Ballarat,3350,Ballarat East,C Drug offences,C10 Drug dealing and trafficking,1,360000.0
2019,Ballarat,3350,Ballarat East,C Drug offences,C20 Cultivate or manufacture drugs,1,360000.0
2019,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,19,360000.0
2020,Ballarat,3350,Ballarat East,C Drug offences,C10 Drug dealing and trafficking,2,398000.0
2020,Ballarat,3350,Ballarat East,C Drug offences,C20 Cultivate or manufacture drugs,5,398000.0
2020,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,19,398000.0
2021,Ballarat,3350,Ballarat East,C Drug offences,C10 Drug dealing and trafficking,7,487500.0
2021,Ballarat,3350,Ballarat East,C Drug offences,C20 Cultivate or manufacture drugs,1,487500.0
2021,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,31,487500.0
2021,Ballarat,3350,Ballarat East,C Drug offences,C90 Other drug offences,2,487500.0
2022,Ballarat,3350,Ballarat East,C Drug offences,C10 Drug dealing and trafficking,2,540000.0
2022,Ballarat,3350,Ballarat East,C Drug offences,C20 Cultivate or manufacture drugs,2,540000.0
2022,Ballarat,3350,Ballarat East,C Drug offences,C30 Drug use and possession,10,540000.0
2013,Ballarat,3350,Ballarat North,C Drug offences,C10 Drug dealing and trafficking,1,296000.0
2013,Ballarat,3350,Ballarat North,C Drug offences,C20 Cultivate or manufacture drugs,2,296000.0
2013,Ballarat,3350,Ballarat North,C Drug offences,C30 Drug use and possession,2,296000.0
2015,Ballarat,3350,Ballarat North,C Drug offences,C20 Cultivate or manufacture drugs,1,315000.0
2015,Ballarat,3350,Ballarat North,C Drug offences,C30 Drug use and possession,2,315000.0
2015,Ballarat,3350,Ballarat North,C Drug offences,C90 Other drug offences,1,315000.0
2016,Ballarat,3350,Ballarat North,C Drug offences,C20 Cultivate or manufacture drugs,3,339500.0
2016,Ballarat,3350,Ballarat North,C Drug offences,C30 Drug use and possession,11,339500.0
2017,Ballarat,3350,Ballarat North,C Drug offences,C10 Drug dealing and trafficking,3,346500.0
2017,Ballarat,3350,Ballarat North,C Drug offences,C20 Cultivate or manufacture drugs,1,346500.0
2017,Ballarat,3350,Ballarat North,C Drug offences,C30 Drug use and possession,12,346500.0
2018,Ballarat,3350,Ballarat North,C Drug offences,C30 Drug use and possession,7,389000.0
2019,Ballarat,3350,Ballarat North,C Drug offences,C30 Drug use and possession,3,415000.0
2020,Ballarat,3350,Ballarat North,C Drug offences,C10 Drug dealing and trafficking,3,425000.0
2020,Ballarat,3350,Ballarat North,C Drug offences,C30 Drug use and possession,11,425000.0
2020,Ballarat,3350,Ballarat North,C Drug offences,C90 Other drug offences,1,425000.0
2021,Ballarat,3350,Ballarat North,C Drug offences,C30 Drug use and possession,8,566500.0
2022,Ballarat,3350,Ballarat North,C Drug offences,C10 Drug dealing and trafficking,1,635000.0
2022,Ballarat,3350,Ballarat North,C Drug offences,C20 Cultivate or manufacture drugs,1,635000.0
2022,Ballarat,3350,Ballarat North,C Drug offences,C30 Drug use and possession,3,635000.0
2013,Mornington Peninsula,3926,Balnarring,C Drug offences,C30 Drug use and possession,1,525000.0
2014,Mornington Peninsula,3926,Balnarring,C Drug offences,C10 Drug dealing and trafficking,1,544000.0
2014,Mornington Peninsula,3926,Balnarring,C Drug offences,C20 Cultivate or manufacture drugs,1,544000.0
2014,Mornington Peninsula,3926,Balnarring,C Drug offences,C30 Drug use and possession,1,544000.0
2015,Mornington Peninsula,3926,Balnarring,C Drug offences,C30 Drug use and possession,6,595000.0
2016,Mornington Peninsula,3926,Balnarring,C Drug offences,C20 Cultivate or manufacture drugs,1,670000.0
2016,Mornington Peninsula,3926,Balnarring,C Drug offences,C30 Drug use and possession,5,670000.0
2017,Mornington Peninsula,3926,Balnarring,C Drug offences,C30 Drug use and possession,3,815000.0
2018,Mornington Peninsula,3926,Balnarring,C Drug offences,C30 Drug use and possession,1,814500.0
2019,Mornington Peninsula,3926,Balnarring,C Drug offences,C30 Drug use and possession,2,825000.0
2020,Mornington Peninsula,3926,Balnarring,C Drug offences,C30 Drug use and possession,4,938500.0
2022,Mornington Peninsula,3926,Balnarring,C Drug offences,C30 Drug use and possession,1,1306500.0
2017,Mornington Peninsula,3926,Balnarring Beach,C Drug offences,C30 Drug use and possession,1,890000.0
2018,Mornington Peninsula,3926,Balnarring Beach,C Drug offences,C30 Drug use and possession,1,1115000.0
2019,Mornington Peninsula,3926,Balnarring Beach,C Drug offences,C30 Drug use and possession,1,1275000.0
2013,Boroondara,3103,Balwyn,C Drug offences,C20 Cultivate or manufacture drugs,8,1530000.0
2013,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,19,1530000.0
2013,Boroondara,3103,Balwyn,C Drug offences,C90 Other drug offences,1,1530000.0
2014,Boroondara,3103,Balwyn,C Drug offences,C10 Drug dealing and trafficking,1,1780000.0
2014,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,21,1780000.0
2015,Boroondara,3103,Balwyn,C Drug offences,C10 Drug dealing and trafficking,1,2210000.0
2015,Boroondara,3103,Balwyn,C Drug offences,C20 Cultivate or manufacture drugs,2,2210000.0
2015,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,11,2210000.0
2016,Boroondara,3103,Balwyn,C Drug offences,C20 Cultivate or manufacture drugs,1,2180000.0
2016,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,17,2180000.0
2017,Boroondara,3103,Balwyn,C Drug offences,C20 Cultivate or manufacture drugs,2,2340000.0
2017,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,16,2340000.0
2018,Boroondara,3103,Balwyn,C Drug offences,C10 Drug dealing and trafficking,4,2420000.0
2018,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,11,2420000.0
2019,Boroondara,3103,Balwyn,C Drug offences,C10 Drug dealing and trafficking,9,2385000.0
2019,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,23,2385000.0
2020,Boroondara,3103,Balwyn,C Drug offences,C20 Cultivate or manufacture drugs,1,2260000.0
2020,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,4,2260000.0
2021,Boroondara,3103,Balwyn,C Drug offences,C10 Drug dealing and trafficking,3,2750000.0
2021,Boroondara,3103,Balwyn,C Drug offences,C20 Cultivate or manufacture drugs,1,2750000.0
2021,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,1,2750000.0
2022,Boroondara,3103,Balwyn,C Drug offences,C10 Drug dealing and trafficking,1,2716500.0
2022,Boroondara,3103,Balwyn,C Drug offences,C20 Cultivate or manufacture drugs,2,2716500.0
2022,Boroondara,3103,Balwyn,C Drug offences,C30 Drug use and possession,6,2716500.0
2013,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,2,1240000.0
2013,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,43,1240000.0
2014,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,12,1452000.0
2014,Boroondara,3104,Balwyn North,C Drug offences,C20 Cultivate or manufacture drugs,2,1452000.0
2014,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,19,1452000.0
2015,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,2,1850000.0
2015,Boroondara,3104,Balwyn North,C Drug offences,C20 Cultivate or manufacture drugs,4,1850000.0
2015,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,19,1850000.0
2016,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,1,1800000.0
2016,Boroondara,3104,Balwyn North,C Drug offences,C20 Cultivate or manufacture drugs,1,1800000.0
2016,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,26,1800000.0
2017,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,1,1950000.0
2017,Boroondara,3104,Balwyn North,C Drug offences,C20 Cultivate or manufacture drugs,4,1950000.0
2017,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,17,1950000.0
2018,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,5,1810000.0
2018,Boroondara,3104,Balwyn North,C Drug offences,C20 Cultivate or manufacture drugs,6,1810000.0
2018,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,17,1810000.0
2019,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,3,1720000.0
2019,Boroondara,3104,Balwyn North,C Drug offences,C20 Cultivate or manufacture drugs,5,1720000.0
2019,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,15,1720000.0
2020,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,2,1887500.0
2020,Boroondara,3104,Balwyn North,C Drug offences,C20 Cultivate or manufacture drugs,3,1887500.0
2020,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,4,1887500.0
2021,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,2,2255500.0
2021,Boroondara,3104,Balwyn North,C Drug offences,C20 Cultivate or manufacture drugs,3,2255500.0
2021,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,24,2255500.0
2022,Boroondara,3104,Balwyn North,C Drug offences,C10 Drug dealing and trafficking,7,1976500.0
2022,Boroondara,3104,Balwyn North,C Drug offences,C20 Cultivate or manufacture drugs,1,1976500.0
2022,Boroondara,3104,Balwyn North,C Drug offences,C30 Drug use and possession,17,1976500.0
2017,Wodonga,3691,Bandiana,C Drug offences,C30 Drug use and possession,1,375000.0
2020,Wodonga,3691,Bandiana,C Drug offences,C10 Drug dealing and trafficking,2,380000.0
2020,Wodonga,3691,Bandiana,C Drug offences,C30 Drug use and possession,2,380000.0
2021,Wodonga,3691,Bandiana,C Drug offences,C30 Drug use and possession,1,447000.0
2022,Wodonga,3691,Bandiana,C Drug offences,C10 Drug dealing and trafficking,1,449500.0
2013,Golden Plains,3331,Bannockburn,C Drug offences,C20 Cultivate or manufacture drugs,1,370000.0
2014,Golden Plains,3331,Bannockburn,C Drug offences,C30 Drug use and possession,1,405000.0
2015,Golden Plains,3331,Bannockburn,C Drug offences,C10 Drug dealing and trafficking,1,393000.0
2015,Golden Plains,3331,Bannockburn,C Drug offences,C20 Cultivate or manufacture drugs,2,393000.0
2015,Golden Plains,3331,Bannockburn,C Drug offences,C30 Drug use and possession,4,393000.0
2016,Golden Plains,3331,Bannockburn,C Drug offences,C10 Drug dealing and trafficking,4,382000.0
2016,Golden Plains,3331,Bannockburn,C Drug offences,C30 Drug use and possession,2,382000.0
2017,Golden Plains,3331,Bannockburn,C Drug offences,C10 Drug dealing and trafficking,1,430000.0
2017,Golden Plains,3331,Bannockburn,C Drug offences,C30 Drug use and possession,1,430000.0
2018,Golden Plains,3331,Bannockburn,C Drug offences,C10 Drug dealing and trafficking,1,487500.0
2018,Golden Plains,3331,Bannockburn,C Drug offences,C30 Drug use and possession,2,487500.0
2019,Golden Plains,3331,Bannockburn,C Drug offences,C20 Cultivate or manufacture drugs,1,530000.0
2020,Golden Plains,3331,Bannockburn,C Drug offences,C30 Drug use and possession,4,555000.0
2021,Golden Plains,3331,Bannockburn,C Drug offences,C30 Drug use and possession,1,680000.0
2022,Golden Plains,3331,Bannockburn,C Drug offences,C30 Drug use and possession,4,720000.0
2013,Wodonga,3691,Baranduda,C Drug offences,C30 Drug use and possession,2,345000.0
2014,Wodonga,3691,Baranduda,C Drug offences,C30 Drug use and possession,1,330000.0
2016,Wodonga,3691,Baranduda,C Drug offences,C30 Drug use and possession,1,350000.0
2019,Wodonga,3691,Baranduda,C Drug offences,C10 Drug dealing and trafficking,2,395000.0
2020,Wodonga,3691,Baranduda,C Drug offences,C30 Drug use and possession,6,430500.0
2021,Wodonga,3691,Baranduda,C Drug offences,C10 Drug dealing and trafficking,2,487000.0
2021,Wodonga,3691,Baranduda,C Drug offences,C30 Drug use and possession,6,487000.0
2022,Wodonga,3691,Baranduda,C Drug offences,C10 Drug dealing and trafficking,1,683000.0
2022,Wodonga,3691,Baranduda,C Drug offences,C30 Drug use and possession,2,683000.0
2014,Indigo,3688,Barnawartha,C Drug offences,C10 Drug dealing and trafficking,3,220000.0
2014,Indigo,3688,Barnawartha,C Drug offences,C30 Drug use and possession,1,220000.0
2016,Indigo,3688,Barnawartha,C Drug offences,C10 Drug dealing and trafficking,1,245000.0
2016,Indigo,3688,Barnawartha,C Drug offences,C30 Drug use and possession,5,245000.0
2017,Indigo,3688,Barnawartha,C Drug offences,C10 Drug dealing and trafficking,1,312000.0
2017,Indigo,3688,Barnawartha,C Drug offences,C30 Drug use and possession,2,312000.0
2018,Indigo,3688,Barnawartha,C Drug offences,C10 Drug dealing and trafficking,1,280000.0
2019,Indigo,3688,Barnawartha,C Drug offences,C30 Drug use and possession,1,316000.0
2021,Indigo,3688,Barnawartha,C Drug offences,C20 Cultivate or manufacture drugs,2,358500.0
2021,Indigo,3688,Barnawartha,C Drug offences,C30 Drug use and possession,6,358500.0
2014,Greater Geelong,3227,Barwon Heads,C Drug offences,C30 Drug use and possession,5,715000.0
2015,Greater Geelong,3227,Barwon Heads,C Drug offences,C10 Drug dealing and trafficking,1,775000.0
2015,Greater Geelong,3227,Barwon Heads,C Drug offences,C30 Drug use and possession,4,775000.0
2018,Greater Geelong,3227,Barwon Heads,C Drug offences,C30 Drug use and possession,3,965000.0
2019,Greater Geelong,3227,Barwon Heads,C Drug offences,C30 Drug use and possession,2,1023000.0
2020,Greater Geelong,3227,Barwon Heads,C Drug offences,C20 Cultivate or manufacture drugs,1,1285000.0
2020,Greater Geelong,3227,Barwon Heads,C Drug offences,C30 Drug use and possession,3,1285000.0
2021,Greater Geelong,3227,Barwon Heads,C Drug offences,C10 Drug dealing and trafficking,1,1557000.0
2021,Greater Geelong,3227,Barwon Heads,C Drug offences,C20 Cultivate or manufacture drugs,1,1557000.0
2021,Greater Geelong,3227,Barwon Heads,C Drug offences,C30 Drug use and possession,4,1557000.0
2022,Greater Geelong,3227,Barwon Heads,C Drug offences,C10 Drug dealing and trafficking,2,1667500.0
2022,Greater Geelong,3227,Barwon Heads,C Drug offences,C30 Drug use and possession,15,1667500.0
2013,Mornington Peninsula,3911,Baxter,C Drug offences,C10 Drug dealing and trafficking,3,330500.0
2013,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,8,330500.0
2014,Mornington Peninsula,3911,Baxter,C Drug offences,C10 Drug dealing and trafficking,2,325000.0
2014,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,10,325000.0
2015,Mornington Peninsula,3911,Baxter,C Drug offences,C10 Drug dealing and trafficking,2,340000.0
2015,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,16,340000.0
2016,Mornington Peninsula,3911,Baxter,C Drug offences,C10 Drug dealing and trafficking,7,403000.0
2016,Mornington Peninsula,3911,Baxter,C Drug offences,C20 Cultivate or manufacture drugs,3,403000.0
2016,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,15,403000.0
2017,Mornington Peninsula,3911,Baxter,C Drug offences,C10 Drug dealing and trafficking,2,530000.0
2017,Mornington Peninsula,3911,Baxter,C Drug offences,C20 Cultivate or manufacture drugs,1,530000.0
2017,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,5,530000.0
2018,Mornington Peninsula,3911,Baxter,C Drug offences,C10 Drug dealing and trafficking,2,542500.0
2018,Mornington Peninsula,3911,Baxter,C Drug offences,C20 Cultivate or manufacture drugs,1,542500.0
2018,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,16,542500.0
2019,Mornington Peninsula,3911,Baxter,C Drug offences,C10 Drug dealing and trafficking,2,530000.0
2019,Mornington Peninsula,3911,Baxter,C Drug offences,C20 Cultivate or manufacture drugs,1,530000.0
2019,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,29,530000.0
2020,Mornington Peninsula,3911,Baxter,C Drug offences,C10 Drug dealing and trafficking,5,567500.0
2020,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,20,567500.0
2021,Mornington Peninsula,3911,Baxter,C Drug offences,C10 Drug dealing and trafficking,4,710000.0
2021,Mornington Peninsula,3911,Baxter,C Drug offences,C20 Cultivate or manufacture drugs,2,710000.0
2021,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,13,710000.0
2022,Mornington Peninsula,3911,Baxter,C Drug offences,C30 Drug use and possession,13,787500.0
2013,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,10,458500.0
2013,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,6,458500.0
2013,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,50,458500.0
2014,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,21,525000.0
2014,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,6,525000.0
2014,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,71,525000.0
2015,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,17,632500.0
2015,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,1,632500.0
2015,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,62,632500.0
2016,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,9,693000.0
2016,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,3,693000.0
2016,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,71,693000.0
2017,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,21,800500.0
2017,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,5,800500.0
2017,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,111,800500.0
2018,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,12,753000.0
2018,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,4,753000.0
2018,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,114,753000.0
2019,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,1,720000.0
2019,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,6,720000.0
2019,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,130,720000.0
2019,Knox,3153,Bayswater,C Drug offences,C90 Other drug offences,1,720000.0
2020,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,8,747000.0
2020,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,10,747000.0
2020,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,112,747000.0
2021,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,12,872500.0
2021,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,7,872500.0
2021,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,107,872500.0
2022,Knox,3153,Bayswater,C Drug offences,C10 Drug dealing and trafficking,19,936500.0
2022,Knox,3153,Bayswater,C Drug offences,C20 Cultivate or manufacture drugs,11,936500.0
2022,Knox,3153,Bayswater,C Drug offences,C30 Drug use and possession,108,936500.0
2022,Knox,3153,Bayswater,C Drug offences,C90 Other drug offences,4,936500.0
2013,Maroondah,3153,Bayswater North,C Drug offences,C10 Drug dealing and trafficking,9,468500.0
2013,Maroondah,3153,Bayswater North,C Drug offences,C20 Cultivate or manufacture drugs,1,468500.0
2013,Maroondah,3153,Bayswater North,C Drug offences,C30 Drug use and possession,32,468500.0
2014,Maroondah,3153,Bayswater North,C Drug offences,C10 Drug dealing and trafficking,4,490000.0
2014,Maroondah,3153,Bayswater North,C Drug offences,C20 Cultivate or manufacture drugs,7,490000.0
