Year,Local Government Area,Postcode_x,Suburb/Town Name,Offence Division,Offence Subdivision,Offence Count,locality,Postcode_y,year,Median
2014,Greater Bendigo,3556,Jackass Flat,D Public order and security offences,D20 Disorderly and offensive conduct,1,Jackass Flat,3556,2014,360000.0
2014,Greater Bendigo,3556,Jackass Flat,D Public order and security offences,D30 Public nuisance offences,2,Jackass Flat,3556,2014,360000.0
2014,Mansfield,3723,Jamieson,D Public order and security offences,D10 Weapons and explosives offences,3,Jamieson,3723,2014,210000.0
2014,Mansfield,3723,Jamieson,D Public order and security offences,D20 Disorderly and offensive conduct,1,Jamieson,3723,2014,210000.0
2014,Surf Coast,3228,Jan Juc,D Public order and security offences,D20 Disorderly and offensive conduct,4,Jan Juc,3228,2014,595000.0
2014,Hindmarsh,3423,Jeparit,D Public order and security offences,D10 Weapons and explosives offences,2,Jeparit,3423,2014,63000.0
2014,Hindmarsh,3423,Jeparit,D Public order and security offences,D20 Disorderly and offensive conduct,3,Jeparit,3423,2014,63000.0
2014,East Gippsland,3909,Kalimna,D Public order and security offences,D10 Weapons and explosives offences,1,Kalimna,3909,2014,285000.0
2014,Hume,3064,Kalkallo,D Public order and security offences,D20 Disorderly and offensive conduct,3,Kalkallo,3064,2014,450000.0
2014,Yarra Ranges,3791,Kallista,D Public order and security offences,D10 Weapons and explosives offences,1,Kallista,3791,2014,465000.0
2014,Yarra Ranges,3791,Kallista,D Public order and security offences,D20 Disorderly and offensive conduct,1,Kallista,3791,2014,465000.0
2014,Yarra Ranges,3766,Kalorama,D Public order and security offences,D30 Public nuisance offences,1,Kalorama,3766,2014,451000.0
2014,Greater Bendigo,3555,Kangaroo Flat,D Public order and security offences,D10 Weapons and explosives offences,32,Kangaroo Flat,3555,2014,300000.0
2014,Greater Bendigo,3555,Kangaroo Flat,D Public order and security offences,D20 Disorderly and offensive conduct,25,Kangaroo Flat,3555,2014,300000.0
2014,Greater Bendigo,3555,Kangaroo Flat,D Public order and security offences,D30 Public nuisance offences,5,Kangaroo Flat,3555,2014,300000.0
2014,Brimbank,3021,Kealba,D Public order and security offences,D10 Weapons and explosives offences,23,Kealba,3021,2014,390000.0
2014,Brimbank,3021,Kealba,D Public order and security offences,D20 Disorderly and offensive conduct,10,Kealba,3021,2014,390000.0
2014,Brimbank,3021,Kealba,D Public order and security offences,D30 Public nuisance offences,1,Kealba,3021,2014,390000.0
2014,Brimbank,3021,Kealba,D Public order and security offences,D40 Public security offences,1,Kealba,3021,2014,390000.0
2014,Brimbank,3036,Keilor,D Public order and security offences,D10 Weapons and explosives offences,6,Keilor,3036,2014,633000.0
2014,Brimbank,3036,Keilor,D Public order and security offences,D20 Disorderly and offensive conduct,7,Keilor,3036,2014,633000.0
2014,Brimbank,3038,Keilor Downs,D Public order and security offences,D10 Weapons and explosives offences,11,Keilor Downs,3038,2014,429000.0
2014,Brimbank,3038,Keilor Downs,D Public order and security offences,D20 Disorderly and offensive conduct,16,Keilor Downs,3038,2014,429000.0
2014,Brimbank,3038,Keilor Downs,D Public order and security offences,D30 Public nuisance offences,1,Keilor Downs,3038,2014,429000.0
2014,Brimbank,3033,Keilor East,D Public order and security offences,D10 Weapons and explosives offences,2,Keilor East,3033,2014,599000.0
2014,Moonee Valley,3033,Keilor East,D Public order and security offences,D10 Weapons and explosives offences,17,Keilor East,3033,2014,599000.0
2014,Brimbank,3033,Keilor East,D Public order and security offences,D20 Disorderly and offensive conduct,1,Keilor East,3033,2014,599000.0
2014,Moonee Valley,3033,Keilor East,D Public order and security offences,D20 Disorderly and offensive conduct,8,Keilor East,3033,2014,599000.0
2014,Brimbank,3038,Keilor Lodge,D Public order and security offences,D10 Weapons and explosives offences,1,Keilor Lodge,3038,2014,500000.0
2014,Brimbank,3042,Keilor Park,D Public order and security offences,D10 Weapons and explosives offences,7,Keilor Park,3042,2014,512500.0
2014,Brimbank,3042,Keilor Park,D Public order and security offences,D20 Disorderly and offensive conduct,3,Keilor Park,3042,2014,512500.0
2014,Greater Bendigo,3550,Kennington,D Public order and security offences,D10 Weapons and explosives offences,8,Kennington,3550,2014,345000.0
2014,Greater Bendigo,3550,Kennington,D Public order and security offences,D20 Disorderly and offensive conduct,5,Kennington,3550,2014,345000.0
2014,Greater Bendigo,3550,Kennington,D Public order and security offences,D30 Public nuisance offences,5,Kennington,3550,2014,345000.0
2014,Melbourne,3031,Kensington,D Public order and security offences,D10 Weapons and explosives offences,28,Kensington,3031,2014,737500.0
2014,Moonee Valley,3031,Kensington,D Public order and security offences,D10 Weapons and explosives offences,10,Kensington,3031,2014,737500.0
2014,Melbourne,3031,Kensington,D Public order and security offences,D20 Disorderly and offensive conduct,47,Kensington,3031,2014,737500.0
2014,Moonee Valley,3031,Kensington,D Public order and security offences,D20 Disorderly and offensive conduct,20,Kensington,3031,2014,737500.0
2014,Melbourne,3031,Kensington,D Public order and security offences,D30 Public nuisance offences,9,Kensington,3031,2014,737500.0
2014,Gannawarra,3579,Kerang,D Public order and security offences,D10 Weapons and explosives offences,9,Kerang,3579,2014,145000.0
2014,Gannawarra,3579,Kerang,D Public order and security offences,D20 Disorderly and offensive conduct,39,Kerang,3579,2014,145000.0
2014,Boroondara,3101,Kew,D Public order and security offences,D10 Weapons and explosives offences,27,Kew,3101,2014,1950000.0
2014,Boroondara,3101,Kew,D Public order and security offences,D20 Disorderly and offensive conduct,43,Kew,3101,2014,1950000.0
2014,Boroondara,3101,Kew,D Public order and security offences,D30 Public nuisance offences,9,Kew,3101,2014,1950000.0
2014,Boroondara,3102,Kew East,D Public order and security offences,D10 Weapons and explosives offences,1,Kew East,3102,2014,1314000.0
2014,Boroondara,3102,Kew East,D Public order and security offences,D20 Disorderly and offensive conduct,2,Kew East,3102,2014,1314000.0
2014,Boroondara,3102,Kew East,D Public order and security offences,D30 Public nuisance offences,1,Kew East,3102,2014,1314000.0
2014,Greater Dandenong,3173,Keysborough,D Public order and security offences,D10 Weapons and explosives offences,60,Keysborough,3173,2014,456500.0
2014,Greater Dandenong,3173,Keysborough,D Public order and security offences,D20 Disorderly and offensive conduct,15,Keysborough,3173,2014,456500.0
2014,Greater Dandenong,3173,Keysborough,D Public order and security offences,D30 Public nuisance offences,6,Keysborough,3173,2014,456500.0
2014,Greater Shepparton,3631,Kialla,D Public order and security offences,D10 Weapons and explosives offences,9,Kialla,3631,2014,365000.0
2014,Greater Shepparton,3631,Kialla,D Public order and security offences,D20 Disorderly and offensive conduct,4,Kialla,3631,2014,365000.0
2014,Greater Shepparton,3631,Kialla,D Public order and security offences,D30 Public nuisance offences,2,Kialla,3631,2014,365000.0
2014,Mitchell,3764,Kilmore,D Public order and security offences,D10 Weapons and explosives offences,3,Kilmore,3764,2014,319000.0
2014,Mitchell,3764,Kilmore,D Public order and security offences,D20 Disorderly and offensive conduct,14,Kilmore,3764,2014,319000.0
2014,Mitchell,3764,Kilmore,D Public order and security offences,D30 Public nuisance offences,3,Kilmore,3764,2014,319000.0
2014,Maroondah,3137,Kilsyth,D Public order and security offences,D10 Weapons and explosives offences,3,Kilsyth,3137,2014,460000.0
2014,Yarra Ranges,3137,Kilsyth,D Public order and security offences,D10 Weapons and explosives offences,11,Kilsyth,3137,2014,460000.0
2014,Maroondah,3137,Kilsyth,D Public order and security offences,D20 Disorderly and offensive conduct,3,Kilsyth,3137,2014,460000.0
2014,Yarra Ranges,3137,Kilsyth,D Public order and security offences,D20 Disorderly and offensive conduct,6,Kilsyth,3137,2014,460000.0
2014,Yarra Ranges,3137,Kilsyth,D Public order and security offences,D30 Public nuisance offences,6,Kilsyth,3137,2014,460000.0
2014,Maroondah,3137,Kilsyth South,D Public order and security offences,D10 Weapons and explosives offences,2,Kilsyth South,3137,2014,575000.0
2014,Maroondah,3137,Kilsyth South,D Public order and security offences,D20 Disorderly and offensive conduct,1,Kilsyth South,3137,2014,575000.0
2014,Maroondah,3137,Kilsyth South,D Public order and security offences,D30 Public nuisance offences,1,Kilsyth South,3137,2014,575000.0
2014,Murrindindi,3763,Kinglake,D Public order and security offences,D10 Weapons and explosives offences,3,Kinglake,3763,2014,318000.0
2014,Murrindindi,3763,Kinglake,D Public order and security offences,D20 Disorderly and offensive conduct,6,Kinglake,3763,2014,318000.0
2014,Murrindindi,3763,Kinglake,D Public order and security offences,D30 Public nuisance offences,1,Kinglake,3763,2014,318000.0
2014,Brimbank,3021,Kings Park,D Public order and security offences,D10 Weapons and explosives offences,24,Kings Park,3021,2014,325000.0
2014,Brimbank,3021,Kings Park,D Public order and security offences,D20 Disorderly and offensive conduct,3,Kings Park,3021,2014,325000.0
2014,Darebin,3083,Kingsbury,D Public order and security offences,D10 Weapons and explosives offences,3,Kingsbury,3083,2014,502500.0
2014,Darebin,3083,Kingsbury,D Public order and security offences,D20 Disorderly and offensive conduct,3,Kingsbury,3083,2014,502500.0
2014,Maribyrnong,3012,Kingsville,D Public order and security offences,D20 Disorderly and offensive conduct,6,Kingsville,3012,2014,703500.0
2014,Knox,3180,Knoxfield,D Public order and security offences,D10 Weapons and explosives offences,4,Knoxfield,3180,2014,580000.0
2014,Knox,3180,Knoxfield,D Public order and security offences,D20 Disorderly and offensive conduct,5,Knoxfield,3180,2014,580000.0
2014,Knox,3180,Knoxfield,D Public order and security offences,D30 Public nuisance offences,2,Knoxfield,3180,2014,580000.0
2014,Cardinia,3981,Koo Wee Rup,D Public order and security offences,D10 Weapons and explosives offences,1,Koo Wee Rup,3981,2014,335000.0
2014,Cardinia,3981,Koo Wee Rup,D Public order and security offences,D20 Disorderly and offensive conduct,5,Koo Wee Rup,3981,2014,335000.0
2014,Gannawarra,3580,Koondrook,D Public order and security offences,D10 Weapons and explosives offences,1,Koondrook,3580,2014,155000.0
2014,Gannawarra,3580,Koondrook,D Public order and security offences,D30 Public nuisance offences,2,Koondrook,3580,2014,155000.0
2014,Stonnington,3144,Kooyong,D Public order and security offences,D10 Weapons and explosives offences,2,Kooyong,3144,2014,2900000.0
2014,Stonnington,3144,Kooyong,D Public order and security offences,D20 Disorderly and offensive conduct,11,Kooyong,3144,2014,2900000.0
2014,Moyne,3282,Koroit,D Public order and security offences,D20 Disorderly and offensive conduct,4,Koroit,3282,2014,300000.0
2014,Moyne,3282,Koroit,D Public order and security offences,D30 Public nuisance offences,2,Koroit,3282,2014,300000.0
2014,South Gippsland,3950,Korumburra,D Public order and security offences,D10 Weapons and explosives offences,5,Korumburra,3950,2014,222500.0
2014,South Gippsland,3950,Korumburra,D Public order and security offences,D20 Disorderly and offensive conduct,7,Korumburra,3950,2014,222500.0
2014,Melton,3337,Kurunjang,D Public order and security offences,D10 Weapons and explosives offences,13,Kurunjang,3337,2014,280000.0
2014,Melton,3337,Kurunjang,D Public order and security offences,D20 Disorderly and offensive conduct,17,Kurunjang,3337,2014,280000.0
2014,Melton,3337,Kurunjang,D Public order and security offences,D30 Public nuisance offences,5,Kurunjang,3337,2014,280000.0
2014,Campaspe,3620,Kyabram,D Public order and security offences,D10 Weapons and explosives offences,9,Kyabram,3620,2014,235000.0
2014,Campaspe,3620,Kyabram,D Public order and security offences,D20 Disorderly and offensive conduct,11,Kyabram,3620,2014,235000.0
2014,Campaspe,3620,Kyabram,D Public order and security offences,D30 Public nuisance offences,1,Kyabram,3620,2014,235000.0
2014,Macedon Ranges,3444,Kyneton,D Public order and security offences,D10 Weapons and explosives offences,13,Kyneton,3444,2014,400000.0
2014,Macedon Ranges,3444,Kyneton,D Public order and security offences,D20 Disorderly and offensive conduct,17,Kyneton,3444,2014,400000.0
2014,Macedon Ranges,3444,Kyneton,D Public order and security offences,D30 Public nuisance offences,3,Kyneton,3444,2014,400000.0
2014,Swan Hill,3584,Lake Boga,D Public order and security offences,D10 Weapons and explosives offences,2,Lake Boga,3584,2014,143500.0
2014,Swan Hill,3584,Lake Boga,D Public order and security offences,D20 Disorderly and offensive conduct,3,Lake Boga,3584,2014,143500.0
2014,East Gippsland,3909,Lake Bunga,D Public order and security offences,D20 Disorderly and offensive conduct,1,Lake Bunga,3909,2014,162500.0
2014,East Gippsland,3909,Lake Tyers Beach,D Public order and security offences,D10 Weapons and explosives offences,1,Lake Tyers Beach,3909,2014,354000.0
2014,Ballarat,3350,Lake Wendouree,D Public order and security offences,D10 Weapons and explosives offences,6,Lake Wendouree,3350,2014,650000.0
2014,Ballarat,3350,Lake Wendouree,D Public order and security offences,D20 Disorderly and offensive conduct,4,Lake Wendouree,3350,2014,650000.0
2014,Ballarat,3350,Lake Wendouree,D Public order and security offences,D30 Public nuisance offences,1,Lake Wendouree,3350,2014,650000.0
2014,East Gippsland,3909,Lakes Entrance,D Public order and security offences,D10 Weapons and explosives offences,11,Lakes Entrance,3909,2014,254000.0
2014,East Gippsland,3909,Lakes Entrance,D Public order and security offences,D20 Disorderly and offensive conduct,96,Lakes Entrance,3909,2014,254000.0
2014,East Gippsland,3909,Lakes Entrance,D Public order and security offences,D30 Public nuisance offences,4,Lakes Entrance,3909,2014,254000.0
2014,Whittlesea,3075,Lalor,D Public order and security offences,D10 Weapons and explosives offences,40,Lalor,3075,2014,385000.0
2014,Whittlesea,3075,Lalor,D Public order and security offences,D20 Disorderly and offensive conduct,19,Lalor,3075,2014,385000.0
2014,Whittlesea,3075,Lalor,D Public order and security offences,D30 Public nuisance offences,7,Lalor,3075,2014,385000.0
2014,Macedon Ranges,3435,Lancefield,D Public order and security offences,D20 Disorderly and offensive conduct,6,Lancefield,3435,2014,362000.0
2014,Macedon Ranges,3435,Lancefield,D Public order and security offences,D30 Public nuisance offences,1,Lancefield,3435,2014,362000.0
2014,Frankston,3910,Langwarrin,D Public order and security offences,D10 Weapons and explosives offences,63,Langwarrin,3910,2014,420000.0
2014,Frankston,3910,Langwarrin,D Public order and security offences,D20 Disorderly and offensive conduct,27,Langwarrin,3910,2014,420000.0
2014,Frankston,3910,Langwarrin,D Public order and security offences,D30 Public nuisance offences,3,Langwarrin,3910,2014,420000.0
2014,Greater Geelong,3212,Lara,D Public order and security offences,D10 Weapons and explosives offences,22,Lara,3212,2014,340000.0
2014,Greater Geelong,3212,Lara,D Public order and security offences,D20 Disorderly and offensive conduct,10,Lara,3212,2014,340000.0
2014,Greater Geelong,3212,Lara,D Public order and security offences,D30 Public nuisance offences,1,Lara,3212,2014,340000.0
2014,Yarra Ranges,3139,Launching Place,D Public order and security offences,D10 Weapons and explosives offences,2,Launching Place,3139,2014,337500.0
2014,Hobsons Bay,3028,Laverton,D Public order and security offences,D10 Weapons and explosives offences,42,Laverton,3028,2014,358000.0
2014,Wyndham,3028,Laverton,D Public order and security offences,D10 Weapons and explosives offences,1,Laverton,3028,2014,358000.0
2014,Hobsons Bay,3028,Laverton,D Public order and security offences,D20 Disorderly and offensive conduct,29,Laverton,3028,2014,358000.0
2014,Wyndham,3028,Laverton,D Public order and security offences,D20 Disorderly and offensive conduct,2,Laverton,3028,2014,358000.0
2014,Hobsons Bay,3028,Laverton,D Public order and security offences,D30 Public nuisance offences,3,Laverton,3028,2014,358000.0
2014,Loddon,3567,Leitchville,D Public order and security offences,D10 Weapons and explosives offences,3,Leitchville,3567,2014,67500.0
2014,Gannawarra,3567,Leitchville,D Public order and security offences,D30 Public nuisance offences,1,Leitchville,3567,2014,67500.0
2014,South Gippsland,3953,Leongatha,D Public order and security offences,D10 Weapons and explosives offences,8,Leongatha,3953,2014,295500.0
2014,South Gippsland,3953,Leongatha,D Public order and security offences,D20 Disorderly and offensive conduct,24,Leongatha,3953,2014,295500.0
2014,South Gippsland,3953,Leongatha,D Public order and security offences,D30 Public nuisance offences,2,Leongatha,3953,2014,295500.0
2014,Greater Geelong,3224,Leopold,D Public order and security offences,D10 Weapons and explosives offences,6,Leopold,3224,2014,366500.0
2014,Greater Geelong,3224,Leopold,D Public order and security offences,D20 Disorderly and offensive conduct,3,Leopold,3224,2014,366500.0
2014,Yarra Ranges,3140,Lilydale,D Public order and security offences,D10 Weapons and explosives offences,60,Lilydale,3140,2014,482500.0
2014,Yarra Ranges,3140,Lilydale,D Public order and security offences,D20 Disorderly and offensive conduct,81,Lilydale,3140,2014,482500.0
2014,Yarra Ranges,3140,Lilydale,D Public order and security offences,D30 Public nuisance offences,10,Lilydale,3140,2014,482500.0
2014,Corangamite,3324,Lismore,D Public order and security offences,D20 Disorderly and offensive conduct,1,Lismore,3324,2014,109000.0
2014,South Gippsland,3945,Loch,D Public order and security offences,D10 Weapons and explosives offences,1,Loch,3945,2014,242500.0
2014,South Gippsland,3945,Loch,D Public order and security offences,D30 Public nuisance offences,1,Loch,3945,2014,242500.0
2014,Wellington,3851,Loch Sport,D Public order and security offences,D30 Public nuisance offences,1,Loch Sport,3851,2014,153500.0
2014,Greater Bendigo,3550,Long Gully,D Public order and security offences,D10 Weapons and explosives offences,10,Long Gully,3550,2014,255000.0
2014,Greater Bendigo,3550,Long Gully,D Public order and security offences,D20 Disorderly and offensive conduct,15,Long Gully,3550,2014,255000.0
2014,Greater Bendigo,3550,Long Gully,D Public order and security offences,D30 Public nuisance offences,2,Long Gully,3550,2014,255000.0
2014,Baw Baw,3816,Longwarry,D Public order and security offences,D10 Weapons and explosives offences,3,Longwarry,3816,2014,297500.0
2014,Baw Baw,3816,Longwarry,D Public order and security offences,D20 Disorderly and offensive conduct,7,Longwarry,3816,2014,297500.0
2014,Baw Baw,3816,Longwarry,D Public order and security offences,D30 Public nuisance offences,3,Longwarry,3816,2014,297500.0
2014,Surf Coast,3232,Lorne,D Public order and security offences,D10 Weapons and explosives offences,6,Lorne,3232,2014,815000.0
2014,Surf Coast,3232,Lorne,D Public order and security offences,D20 Disorderly and offensive conduct,19,Lorne,3232,2014,815000.0
2014,Surf Coast,3232,Lorne,D Public order and security offences,D30 Public nuisance offences,1,Lorne,3232,2014,815000.0
2014,Greater Geelong,3213,Lovely Banks,D Public order and security offences,D10 Weapons and explosives offences,1,Lovely Banks,3213,2014,406500.0
2014,Banyule,3093,Lower Plenty,D Public order and security offences,D10 Weapons and explosives offences,7,Lower Plenty,3093,2014,675000.0
2014,Banyule,3093,Lower Plenty,D Public order and security offences,D20 Disorderly and offensive conduct,5,Lower Plenty,3093,2014,675000.0
2014,Banyule,3093,Lower Plenty,D Public order and security offences,D30 Public nuisance offences,3,Lower Plenty,3093,2014,675000.0
2014,Banyule,3093,Lower Plenty,D Public order and security offences,D40 Public security offences,3,Lower Plenty,3093,2014,675000.0
2014,East Gippsland,3875,Lucknow,D Public order and security offences,D10 Weapons and explosives offences,3,Lucknow,3875,2014,229000.0
2014,East Gippsland,3875,Lucknow,D Public order and security offences,D20 Disorderly and offensive conduct,1,Lucknow,3875,2014,229000.0
2014,Casey,3975,Lynbrook,D Public order and security offences,D10 Weapons and explosives offences,2,Lynbrook,3975,2014,460000.0
2014,Casey,3975,Lynbrook,D Public order and security offences,D20 Disorderly and offensive conduct,8,Lynbrook,3975,2014,460000.0
2014,Casey,3975,Lyndhurst,D Public order and security offences,D10 Weapons and explosives offences,3,Lyndhurst,3975,2014,482500.0
2014,Casey,3975,Lyndhurst,D Public order and security offences,D20 Disorderly and offensive conduct,3,Lyndhurst,3975,2014,482500.0
2014,Knox,3156,Lysterfield,D Public order and security offences,D10 Weapons and explosives offences,8,Lysterfield,3156,2014,670000.0
2014,Casey,3156,Lysterfield South,D Public order and security offences,D10 Weapons and explosives offences,3,Lysterfield South,3156,2014,1000000.0
2014,Casey,3156,Lysterfield South,D Public order and security offences,D20 Disorderly and offensive conduct,1,Lysterfield South,3156,2014,1000000.0
2014,Macedon Ranges,3440,Macedon,D Public order and security offences,D20 Disorderly and offensive conduct,3,Macedon,3440,2014,460000.0
2014,Macedon Ranges,3440,Macedon,D Public order and security offences,D30 Public nuisance offences,1,Macedon,3440,2014,460000.0
2014,Banyule,3085,Macleod,D Public order and security offences,D10 Weapons and explosives offences,8,Macleod,3085,2014,705000.0
2014,Banyule,3085,Macleod,D Public order and security offences,D20 Disorderly and offensive conduct,10,Macleod,3085,2014,705000.0
2014,Banyule,3085,Macleod,D Public order and security offences,D30 Public nuisance offences,4,Macleod,3085,2014,705000.0
2014,Moorabool,3340,Maddingley,D Public order and security offences,D20 Disorderly and offensive conduct,4,Maddingley,3340,2014,320000.0
2014,Moorabool,3340,Maddingley,D Public order and security offences,D30 Public nuisance offences,3,Maddingley,3340,2014,320000.0
2014,Wellington,3860,Maffra,D Public order and security offences,D10 Weapons and explosives offences,20,Maffra,3860,2014,215000.0
2014,Wellington,3860,Maffra,D Public order and security offences,D20 Disorderly and offensive conduct,7,Maffra,3860,2014,215000.0
2014,Wellington,3860,Maffra,D Public order and security offences,D30 Public nuisance offences,5,Maffra,3860,2014,215000.0
2014,Greater Bendigo,3551,Maiden Gully,D Public order and security offences,D10 Weapons and explosives offences,3,Maiden Gully,3551,2014,415000.0
2014,Greater Bendigo,3551,Maiden Gully,D Public order and security offences,D20 Disorderly and offensive conduct,2,Maiden Gully,3551,2014,415000.0
2014,Maribyrnong,3012,Maidstone,D Public order and security offences,D10 Weapons and explosives offences,22,Maidstone,3012,2014,587500.0
2014,Maribyrnong,3012,Maidstone,D Public order and security offences,D20 Disorderly and offensive conduct,9,Maidstone,3012,2014,587500.0
2014,Maribyrnong,3012,Maidstone,D Public order and security offences,D30 Public nuisance offences,14,Maidstone,3012,2014,587500.0
2014,Mount Alexander,3463,Maldon,D Public order and security offences,D20 Disorderly and offensive conduct,5,Maldon,3463,2014,325000.0
2014,East Gippsland,3892,Mallacoota,D Public order and security offences,D10 Weapons and explosives offences,4,Mallacoota,3892,2014,285000.0
2014,East Gippsland,3892,Mallacoota,D Public order and security offences,D20 Disorderly and offensive conduct,6,Mallacoota,3892,2014,285000.0
2014,East Gippsland,3892,Mallacoota,D Public order and security offences,D30 Public nuisance offences,2,Mallacoota,3892,2014,285000.0
2014,Macedon Ranges,3446,Malmsbury,D Public order and security offences,D10 Weapons and explosives offences,1,Malmsbury,3446,2014,317500.0
2014,Mount Alexander,3446,Malmsbury,D Public order and security offences,D10 Weapons and explosives offences,4,Malmsbury,3446,2014,317500.0
2014,Mount Alexander,3446,Malmsbury,D Public order and security offences,D20 Disorderly and offensive conduct,1,Malmsbury,3446,2014,317500.0
2014,Stonnington,3144,Malvern,D Public order and security offences,D10 Weapons and explosives offences,6,Malvern,3144,2014,1946000.0
2014,Stonnington,3144,Malvern,D Public order and security offences,D20 Disorderly and offensive conduct,35,Malvern,3144,2014,1946000.0
2014,Stonnington,3144,Malvern,D Public order and security offences,D30 Public nuisance offences,3,Malvern,3144,2014,1946000.0
2014,Stonnington,3145,Malvern East,D Public order and security offences,D10 Weapons and explosives offences,19,Malvern East,3145,2014,1380000.0
2014,Stonnington,3145,Malvern East,D Public order and security offences,D20 Disorderly and offensive conduct,40,Malvern East,3145,2014,1380000.0
2014,Stonnington,3145,Malvern East,D Public order and security offences,D30 Public nuisance offences,4,Malvern East,3145,2014,1380000.0
2014,Greater Geelong,3218,Manifold Heights,D Public order and security offences,D10 Weapons and explosives offences,2,Manifold Heights,3218,2014,489000.0
2014,Greater Geelong,3218,Manifold Heights,D Public order and security offences,D20 Disorderly and offensive conduct,1,Manifold Heights,3218,2014,489000.0
2014,Wyndham,3024,Manor Lakes,D Public order and security offences,D10 Weapons and explosives offences,3,Manor Lakes,3024,2014,360000.0
2014,Wyndham,3024,Manor Lakes,D Public order and security offences,D20 Disorderly and offensive conduct,1,Manor Lakes,3024,2014,360000.0
2014,Wyndham,3024,Manor Lakes,D Public order and security offences,D30 Public nuisance offences,1,Manor Lakes,3024,2014,360000.0
2014,Mansfield,3722,Mansfield,D Public order and security offences,D10 Weapons and explosives offences,12,Mansfield,3722,2014,347000.0
2014,Mansfield,3722,Mansfield,D Public order and security offences,D20 Disorderly and offensive conduct,12,Mansfield,3722,2014,347000.0
2014,Mansfield,3722,Mansfield,D Public order and security offences,D30 Public nuisance offences,4,Mansfield,3722,2014,347000.0
2014,Maribyrnong,3032,Maribyrnong,D Public order and security offences,D10 Weapons and explosives offences,16,Maribyrnong,3032,2014,750500.0
2014,Maribyrnong,3032,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,15,Maribyrnong,3032,2014,750500.0
2014,Maribyrnong,3032,Maribyrnong,D Public order and security offences,D30 Public nuisance offences,1,Maribyrnong,3032,2014,750500.0
2014,East Gippsland,3888,Marlo,D Public order and security offences,D20 Disorderly and offensive conduct,8,Marlo,3888,2014,285000.0
2014,Greater Bendigo,3515,Marong,D Public order and security offences,D20 Disorderly and offensive conduct,2,Marong,3515,2014,345000.0
2014,Greater Geelong,3216,Marshall,D Public order and security offences,D10 Weapons and explosives offences,2,Marshall,3216,2014,382500.0
2014,Greater Geelong,3216,Marshall,D Public order and security offences,D20 Disorderly and offensive conduct,7,Marshall,3216,2014,382500.0
2014,Central Goldfields,3465,Maryborough,D Public order and security offences,D10 Weapons and explosives offences,41,Maryborough,3465,2014,200000.0
2014,Central Goldfields,3465,Maryborough,D Public order and security offences,D20 Disorderly and offensive conduct,64,Maryborough,3465,2014,200000.0
2014,Central Goldfields,3465,Maryborough,D Public order and security offences,D30 Public nuisance offences,9,Maryborough,3465,2014,200000.0
2014,Hume,3048,Meadow Heights,D Public order and security offences,D10 Weapons and explosives offences,35,Meadow Heights,3048,2014,322500.0
2014,Hume,3048,Meadow Heights,D Public order and security offences,D20 Disorderly and offensive conduct,10,Meadow Heights,3048,2014,322500.0
2014,Hume,3048,Meadow Heights,D Public order and security offences,D30 Public nuisance offences,1,Meadow Heights,3048,2014,322500.0
2014,South Gippsland,3956,Meeniyan,D Public order and security offences,D20 Disorderly and offensive conduct,1,Meeniyan,3956,2014,223500.0
2014,Melton,3337,Melton,D Public order and security offences,D10 Weapons and explosives offences,56,Melton,3337,2014,240000.0
2014,Melton,3337,Melton,D Public order and security offences,D20 Disorderly and offensive conduct,66,Melton,3337,2014,240000.0
2014,Melton,3337,Melton,D Public order and security offences,D30 Public nuisance offences,4,Melton,3337,2014,240000.0
2014,Melton,3338,Melton South,D Public order and security offences,D10 Weapons and explosives offences,58,Melton South,3338,2014,238000.0
2014,Melton,3338,Melton South,D Public order and security offences,D20 Disorderly and offensive conduct,51,Melton South,3338,2014,238000.0
2014,Melton,3338,Melton South,D Public order and security offences,D30 Public nuisance offences,6,Melton South,3338,2014,238000.0
2014,Melton,3337,Melton West,D Public order and security offences,D10 Weapons and explosives offences,34,Melton West,3337,2014,290000.0
2014,Melton,3337,Melton West,D Public order and security offences,D20 Disorderly and offensive conduct,17,Melton West,3337,2014,290000.0
2014,Melton,3337,Melton West,D Public order and security offences,D30 Public nuisance offences,2,Melton West,3337,2014,290000.0
2014,Kingston,3194,Mentone,D Public order and security offences,D10 Weapons and explosives offences,23,Mentone,3194,2014,810000.0
2014,Kingston,3194,Mentone,D Public order and security offences,D20 Disorderly and offensive conduct,35,Mentone,3194,2014,810000.0
2014,Kingston,3194,Mentone,D Public order and security offences,D30 Public nuisance offences,4,Mentone,3194,2014,810000.0
2014,Yarra Ranges,3159,Menzies Creek,D Public order and security offences,D10 Weapons and explosives offences,2,Menzies Creek,3159,2014,428000.0
2014,Yarra Ranges,3159,Menzies Creek,D Public order and security offences,D20 Disorderly and offensive conduct,1,Menzies Creek,3159,2014,428000.0
2014,Mildura,3505,Merbein,D Public order and security offences,D10 Weapons and explosives offences,7,Merbein,3505,2014,167000.0
2014,Mildura,3505,Merbein,D Public order and security offences,D20 Disorderly and offensive conduct,4,Merbein,3505,2014,167000.0
2014,Mildura,3505,Merbein,D Public order and security offences,D30 Public nuisance offences,3,Merbein,3505,2014,167000.0
2014,Golden Plains,3333,Meredith,D Public order and security offences,D30 Public nuisance offences,1,Meredith,3333,2014,230000.0
